start,end,label,direction,N,ap,ae,F,Z,D,Tool,Workpiece
9.899,14.741,1,UP,9000,25.4,0.254,22.01333,2,6.35,A,AA 6061
16.512,21.355,1,DOWN,9000,25.4,0.254,22.01333,2,6.35,A,AA 6061
24.064,28.565,1,UP,9000,25.4,0.254,23.70667,2,6.35,A,AA 6061
30.315,34.795,1,DOWN,9000,25.4,0.254,23.70667,2,6.35,A,AA 6061
37.461,41.664,1,UP,9000,25.4,0.254,25.4,2,6.35,A,AA 6061
43.371,47.552,1,DOWN,9000,25.4,0.254,25.4,2,6.35,A,AA 6061
50.219,54.144,1,UP,9000,25.4,0.254,27.09333,2,6.35,A,AA 6061
55.829,59.733,1,DOWN,9000,25.4,0.254,27.09333,2,6.35,A,AA 6061
63.403,68.245,1,UP,10000,25.4,0.254,22.01333,2,6.35,A,AA 6061
70.016,74.859,1,DOWN,10000,25.4,0.254,22.01333,2,6.35,A,AA 6061
77.568,82.091,1,UP,10000,25.4,0.254,23.70667,2,6.35,A,AA 6061
83.797,88.299,1,DOWN,10000,25.4,0.254,23.70667,2,6.35,A,AA 6061
90.965,95.168,1,UP,10000,25.4,0.254,25.4,2,6.35,A,AA 6061
96.875,101.056,1,DOWN,10000,25.4,0.254,25.4,2,6.35,A,AA 6061
103.723,107.648,1,UP,10000,25.4,0.254,27.09333,2,6.35,A,AA 6061
109.312,113.237,1,DOWN,10000,25.4,0.254,27.09333,2,6.35,A,AA 6061
117.099,121.941,1,UP,11000,25.4,0.254,22.01333,2,6.35,A,AA 6061
123.712,128.555,1,DOWN,11000,25.4,0.254,22.01333,2,6.35,A,AA 6061
131.285,135.765,1,UP,11000,25.4,0.254,23.70667,2,6.35,A,AA 6061
137.493,141.995,1,DOWN,11000,25.4,0.254,23.70667,2,6.35,A,AA 6061
144.683,148.885,1,UP,11000,25.4,0.254,25.4,2,6.35,A,AA 6061
150.571,154.773,1,DOWN,11000,25.4,0.254,25.4,2,6.35,A,AA 6061
157.419,161.344,1,UP,11000,25.4,0.254,27.09333,2,6.35,A,AA 6061
163.008,166.955,1,DOWN,11000,25.4,0.254,27.09333,2,6.35,A,AA 6061
171.072,175.915,1,UP,12000,25.4,0.254,22.01333,2,6.35,A,AA 6061
177.664,182.507,1,DOWN,12000,25.4,0.254,22.01333,2,6.35,A,AA 6061
185.237,189.739,1,UP,12000,25.4,0.254,23.70667,2,6.35,A,AA 6061
191.467,195.947,1,DOWN,12000,25.4,0.254,23.70667,2,6.35,A,AA 6061
198.613,202.837,1,UP,12000,25.4,0.254,25.4,2,6.35,A,AA 6061
204.523,208.725,1,DOWN,12000,25.4,0.254,25.4,2,6.35,A,AA 6061
211.392,215.317,1,UP,12000,25.4,0.254,27.09333,2,6.35,A,AA 6061
216.981,220.907,1,DOWN,12000,25.4,0.254,27.09333,2,6.35,A,AA 6061
225.045,229.845,1,UP,9000,25.4,0.127,22.01333,2,6.35,A,AA 6061
231.659,236.459,1,DOWN,9000,25.4,0.127,22.01333,2,6.35,A,AA 6061
239.168,243.648,1,UP,9000,25.4,0.127,23.70667,2,6.35,A,AA 6061
245.419,249.856,1,DOWN,9000,25.4,0.127,23.70667,2,6.35,A,AA 6061
252.544,256.704,1,UP,9000,25.4,0.127,25.4,2,6.35,A,AA 6061
258.453,262.592,1,DOWN,9000,25.4,0.127,25.4,2,6.35,A,AA 6061
265.259,269.163,1,UP,9000,25.4,0.127,27.09333,2,6.35,A,AA 6061
270.827,274.731,1,DOWN,9000,25.4,0.127,27.09333,2,6.35,A,AA 6061
278.421,283.264,1,UP,10000,25.4,0.127,22.01333,2,6.35,A,AA 6061
285.035,289.856,1,DOWN,10000,25.4,0.127,22.01333,2,6.35,A,AA 6061
292.565,297.045,1,UP,10000,25.4,0.127,23.70667,2,6.35,A,AA 6061
298.773,303.253,1,DOWN,10000,25.4,0.127,23.70667,2,6.35,A,AA 6061
305.941,310.123,1,UP,10000,25.4,0.127,25.4,2,6.35,A,AA 6061
311.808,315.989,1,DOWN,10000,25.4,0.127,25.4,2,6.35,A,AA 6061
318.656,322.56,1,UP,10000,25.4,0.127,27.09333,2,6.35,A,AA 6061
324.224,328.149,1,DOWN,10000,25.4,0.127,27.09333,2,6.35,A,AA 6061
331.989,336.789,1,UP,11000,25.4,0.127,22.01333,2,6.35,A,AA 6061
338.581,343.403,1,DOWN,11000,25.4,0.127,22.01333,2,6.35,A,AA 6061
346.112,350.592,1,UP,11000,25.4,0.127,23.70667,2,6.35,A,AA 6061
352.32,356.8,1,DOWN,11000,25.4,0.127,23.70667,2,6.35,A,AA 6061
359.509,363.669,1,UP,11000,25.4,0.127,25.4,2,6.35,A,AA 6061
365.355,369.536,1,DOWN,11000,25.4,0.127,25.4,2,6.35,A,AA 6061
372.203,376.107,1,UP,11000,25.4,0.127,27.09333,2,6.35,A,AA 6061
