start,end,label,direction,N,ap,ae,F,Z,D,Tool,Workpiece
10.347,13.76,2,UP,6000,19.05,0.3175,16.93333,5,12.7,E*,AISI 4140
16.299,19.712,2,DOWN,6000,19.05,0.3175,16.93333,5,12.7,E*,AISI 4140
23.595,27.008,2,UP,6500,19.05,0.3175,16.93333,5,12.7,E*,AISI 4140
29.547,32.96,2,DOWN,6500,19.05,0.3175,16.93333,5,12.7,E*,AISI 4140
36.779,40.213,2,UP,7000,19.05,0.3175,16.93333,5,12.7,E*,AISI 4140
42.731,46.144,2,DOWN,7000,19.05,0.3175,16.93333,5,12.7,E*,AISI 4140
50.752,54.635,2,UP,5250,19.05,0.1905,14.81667,5,12.7,E*,AISI 4140
57.387,61.248,2,DOWN,5250,19.05,0.1905,14.81667,5,12.7,E*,AISI 4140
65.344,69.227,2,UP,5750,19.05,0.1905,14.81667,5,12.7,E*,AISI 4140
71.957,75.861,2,DOWN,5750,19.05,0.3175,14.81667,5,12.7,E*,AISI 4140
79.915,83.797,2,UP,6250,19.05,0.1905,14.81667,5,12.7,E*,AISI 4140
86.549,90.432,2,DOWN,6250,19.05,0.1905,14.81667,5,12.7,E*,AISI 4140
