start,end,label,direction,N,ap,ae,F,Z,D,Tool,Workpiece
11.499,13.291,0,UP,8250,25.4,1.905,23.28333,5,12.7,E,AISI 1018
15.104,16.917,0,DOWN,8250,25.4,1.905,23.28333,5,12.7,E,AISI 1018
19.989,21.525,0,UP,8250,25.4,1.905,27.51667,5,12.7,E,AISI 1018
23.253,24.768,0,DOWN,8250,25.4,1.905,27.51667,5,12.7,E,AISI 1018
27.733,29.056,0,UP,8250,25.4,1.905,31.75,5,12.7,E,AISI 1018
30.699,32.021,0,DOWN,8250,25.4,1.905,31.75,5,12.7,E,AISI 1018
34.88,35.989,0,UP,8250,25.4,1.905,38.1,5,12.7,E,AISI 1018
37.568,38.677,0,DOWN,8250,25.4,1.905,38.1,5,12.7,E,AISI 1018
41.835,43.648,0,UP,8750,25.4,1.905,23.28333,5,12.7,E,AISI 1018
45.461,47.253,0,DOWN,8750,25.4,1.905,23.28333,5,12.7,E,AISI 1018
50.347,51.883,0,UP,8750,25.4,1.905,27.51667,5,12.7,E,AISI 1018
53.589,55.125,0,DOWN,8750,25.4,1.905,27.51667,5,12.7,E,AISI 1018
58.069,59.413,0,UP,8750,25.4,1.905,31.75,5,12.7,E,AISI 1018
61.056,62.379,0,DOWN,8750,25.4,1.905,31.75,5,12.7,E,AISI 1018
65.237,66.347,0,UP,8750,25.4,1.905,38.1,5,12.7,E,AISI 1018
67.925,69.013,0,DOWN,8750,25.4,1.905,38.1,5,12.7,E,AISI 1018
72.128,73.941,0,UP,9250,25.4,1.905,23.28333,5,12.7,E,AISI 1018
75.755,77.568,0,DOWN,9250,25.4,1.905,23.28333,5,12.7,E,AISI 1018
80.64,82.176,0,UP,9250,25.4,1.905,27.51667,5,12.7,E,AISI 1018
83.904,85.419,0,DOWN,9250,25.4,1.905,27.51667,5,12.7,E,AISI 1018
88.363,89.707,0,UP,9250,25.4,1.905,31.75,5,12.7,E,AISI 1018
91.349,92.672,0,DOWN,9250,25.4,1.905,31.75,5,12.7,E,AISI 1018
95.531,96.64,0,UP,9250,25.4,1.905,38.1,5,12.7,E,AISI 1018
98.219,99.328,0,DOWN,9250,25.4,1.905,38.1,5,12.7,E,AISI 1018
102.421,104.256,0,UP,9750,25.4,1.905,23.28333,5,12.7,E,AISI 1018
106.048,107.904,0,DOWN,9750,25.4,1.905,23.28333,5,12.7,E,AISI 1018
110.924,112.296,1,UP,9750,25.4,1.905,27.51666273,5,12.7,E,AISI 1018
