start,end,label,direction,N,ap,ae,F,Z,D,Tool,Workpiece
10.176,13.312,0,UP,9000,19.05,0.635,35.98333,3,12.7,F1,AA 6061
14.784,17.813,0,DOWN,9000,19.05,0.635,35.98333,3,12.7,F1,AA 6061
20.331,22.933,0,UP,9000,19.05,0.635,42.33333,3,12.7,F1,AA 6061
24.363,26.944,0,DOWN,9000,19.05,0.635,42.33333,3,12.7,F1,AA 6061
29.419,31.68,0,UP,9000,19.05,0.635,48.68333,3,12.7,F1,AA 6061
33.088,35.328,0,DOWN,9000,19.05,0.635,48.68333,3,12.7,F1,AA 6061
37.803,39.787,0,UP,9000,19.05,0.635,55.03333,3,12.7,F1,AA 6061
41.195,43.179,0,DOWN,9000,19.05,0.635,55.03333,3,12.7,F1,AA 6061
46.656,49.707,0,UP,10000,19.05,0.635,35.98333,3,12.7,F1,AA 6061
51.179,54.208,0,DOWN,10000,19.05,0.635,35.98333,3,12.7,F1,AA 6061
56.725,59.307,0,UP,10000,19.05,0.635,42.33333,3,12.7,F1,AA 6061
60.757,63.317,0,DOWN,10000,19.05,0.635,42.33333,3,12.7,F1,AA 6061
65.813,68.053,0,UP,10000,19.05,0.635,48.68333,3,12.7,F1,AA 6061
69.483,71.744,0,DOWN,10000,19.05,0.635,48.68333,3,12.7,F1,AA 6061
74.197,76.181,0,UP,10000,19.05,0.635,55.03333,3,12.7,F1,AA 6061
77.568,79.552,0,DOWN,10000,19.05,0.635,55.03333,3,12.7,F1,AA 6061
83.285,86.272,0,UP,11000,19.05,0.635,35.98333,3,12.7,F1,AA 6061
87.787,90.795,0,DOWN,11000,19.05,0.635,35.98333,3,12.7,F1,AA 6061
93.333,95.893,0,UP,11000,19.05,0.635,42.33333,3,12.7,F1,AA 6061
97.365,99.925,0,DOWN,11000,19.05,0.635,42.33333,3,12.7,F1,AA 6061
102.421,104.661,0,UP,11000,19.05,0.635,48.68333,3,12.7,F1,AA 6061
106.091,108.309,0,DOWN,11000,19.05,0.635,48.68333,3,12.7,F1,AA 6061
110.805,112.768,0,UP,11000,19.05,0.635,55.03333,3,12.7,F1,AA 6061
114.176,116.16,0,DOWN,11000,19.05,0.635,55.03333,3,12.7,F1,AA 6061
120.085,123.093,0,UP,12000,19.05,0.635,35.98333,3,12.7,F1,AA 6061
124.587,127.595,0,DOWN,12000,19.05,0.635,35.98333,3,12.7,F1,AA 6061
130.133,132.715,0,UP,12000,19.05,0.635,42.33333,3,12.7,F1,AA 6061
134.165,136.725,0,DOWN,12000,19.05,0.635,42.33333,3,12.7,F1,AA 6061
139.221,141.461,0,UP,12000,19.05,0.635,48.68333,3,12.7,F1,AA 6061
142.891,145.131,0,DOWN,12000,19.05,0.635,48.68333,3,12.7,F1,AA 6061
