start,end,label,direction,N,ap,ae,F,Z,D,Tool,Workpiece
15.275,21.867,1,UP,9000,38.1,0.1905,16.93333,2,6.35,A,AA 6061
23.467,29.867,0,DOWN,9000,38.1,0.1905,16.93333,2,6.35,A,AA 6061
32.683,38.613,1,UP,9000,38.1,0.1905,18.62667,2,6.35,A,AA 6061
40.213,46.016,0,DOWN,9000,38.1,0.1905,18.62667,2,6.35,A,AA 6061
48.789,54.229,1,UP,9000,38.1,0.1905,20.32,2,6.35,A,AA 6061
55.787,61.12,0,DOWN,9000,38.1,0.1905,20.32,2,6.35,A,AA 6061
63.829,68.907,1,UP,9000,38.1,0.1905,22.01333,2,6.35,A,AA 6061
70.4,75.328,0,DOWN,9000,38.1,0.1905,22.01333,2,6.35,A,AA 6061
79.04,85.483,1,UP,10000,38.1,0.1905,16.93333,2,6.35,A,AA 6061
87.211,93.611,0,DOWN,10000,38.1,0.1905,16.93333,2,6.35,A,AA 6061
95.424,102.315,1,UP,10000,38.1,0.1905,18.62667,2,6.35,A,AA 6061
103.957,109.781,0,DOWN,10000,38.1,0.1905,18.62667,2,6.35,A,AA 6061
112.512,117.931,1,UP,10000,38.1,0.1905,20.32,2,6.35,A,AA 6061
119.531,124.907,0,DOWN,10000,38.1,0.1905,20.32,2,6.35,A,AA 6061
127.573,132.587,1,UP,10000,38.1,0.1905,22.01333,2,6.35,A,AA 6061
134.144,139.051,0,DOWN,10000,38.1,0.1905,22.01333,2,6.35,A,AA 6061
142.976,149.504,1,UP,11000,38.1,0.1905,16.93333,2,6.35,A,AA 6061
151.147,157.547,0,DOWN,11000,38.1,0.1905,16.93333,2,6.35,A,AA 6061
160.341,166.251,1,UP,11000,38.1,0.1905,18.62667,2,6.35,A,AA 6061
167.893,173.717,0,DOWN,11000,38.1,0.1905,18.62667,2,6.35,A,AA 6061
176.469,181.888,1,UP,11000,38.1,0.1905,20.32,2,6.35,A,AA 6061
183.467,188.821,0,DOWN,11000,38.1,0.1905,20.32,2,6.35,A,AA 6061
191.509,196.544,1,UP,11000,38.1,0.1905,22.01333,2,6.35,A,AA 6061
198.08,203.008,0,DOWN,11000,38.1,0.1905,22.01333,2,6.35,A,AA 6061
207.168,213.611,0,UP,12000,38.1,0.1905,16.93333,2,6.35,A,AA 6061
215.36,221.76,0,DOWN,12000,38.1,0.1905,16.93333,2,6.35,A,AA 6061
224.576,230.421,0,UP,12000,38.1,0.1905,18.62667,2,6.35,A,AA 6061
232.107,237.909,0,DOWN,12000,38.1,0.1905,18.62667,2,6.35,A,AA 6061
240.661,246.059,0,UP,12000,38.1,0.1905,20.32,2,6.35,A,AA 6061
247.68,253.035,0,DOWN,12000,38.1,0.1905,20.32,2,6.35,A,AA 6061
255.723,260.693,0,UP,12000,38.1,0.1905,22.01333,2,6.35,A,AA 6061
262.272,267.2,0,DOWN,12000,38.1,0.1905,22.01333,2,6.35,A,AA 6061
271.381,277.952,1,UP,9000,38.1,0.0635,16.93333,2,6.35,A,AA 6061
279.531,285.909,0,DOWN,9000,38.1,0.0635,16.93333,2,6.35,A,AA 6061
288.704,294.549,1,UP,9000,38.1,0.0635,18.62667,2,6.35,A,AA 6061
296.235,302.037,0,DOWN,9000,38.1,0.0635,18.62667,2,6.35,A,AA 6061
304.789,310.123,1,UP,9000,38.1,0.0635,20.32,2,6.35,A,AA 6061
311.765,317.099,0,DOWN,9000,38.1,0.0635,20.32,2,6.35,A,AA 6061
319.787,324.736,1,UP,9000,38.1,0.0635,22.01333,2,6.35,A,AA 6061
326.336,331.243,0,DOWN,9000,38.1,0.0635,22.01333,2,6.35,A,AA 6061
335.019,341.461,1,UP,10000,38.1,0.0635,16.93333,2,6.35,A,AA 6061
343.168,349.547,0,DOWN,10000,38.1,0.0635,16.93333,2,6.35,A,AA 6061
352.341,358.208,1,UP,10000,38.1,0.0635,18.62667,2,6.35,A,AA 6061
359.872,365.675,0,DOWN,10000,38.1,0.0635,18.62667,2,6.35,A,AA 6061
368.427,373.803,1,UP,10000,38.1,0.0635,20.32,2,6.35,A,AA 6061
375.403,380.736,0,DOWN,10000,38.1,0.0635,20.32,2,6.35,A,AA 6061
383.424,388.395,1,UP,10000,38.1,0.0635,22.01333,2,6.35,A,AA 6061
389.973,394.88,0,DOWN,10000,38.1,0.0635,22.01333,2,6.35,A,AA 6061
398.805,405.205,0,UP,11000,38.1,0.0635,16.93333,2,6.35,A,AA 6061
406.955,413.355,0,DOWN,11000,38.1,0.0635,16.93333,2,6.35,A,AA 6061
416.149,421.952,0,UP,11000,38.1,0.0635,18.62667,2,6.35,A,AA 6061
423.659,429.461,0,DOWN,11000,38.1,0.0635,18.62667,2,6.35,A,AA 6061
432.213,437.525,0,UP,11000,38.1,0.0635,20.32,2,6.35,A,AA 6061
439.189,444.523,0,DOWN,11000,38.1,0.0635,20.32,2,6.35,A,AA 6061
447.211,452.139,0,UP,11000,38.1,0.0635,22.01333,2,6.35,A,AA 6061
453.76,458.667,0,DOWN,11000,38.1,0.0635,22.01333,2,6.35,A,AA 6061
462.848,469.227,0,UP,12000,38.1,0.0635,16.93333,2,6.35,A,AA 6061
470.997,477.355,0,DOWN,12000,38.1,0.0635,16.93333,2,6.35,A,AA 6061
480.192,485.973,0,UP,12000,38.1,0.0635,18.62667,2,6.35,A,AA 6061
487.701,493.504,0,DOWN,12000,38.1,0.0635,18.62667,2,6.35,A,AA 6061
496.256,501.632,0,UP,12000,38.1,0.0635,20.32,2,6.35,A,AA 6061
503.253,508.544,0,DOWN,12000,38.1,0.0635,20.32,2,6.35,A,AA 6061
511.275,516.181,0,UP,12000,38.1,0.0635,22.01333,2,6.35,A,AA 6061
517.803,522.709,0,DOWN,12000,38.1,0.0635,22.01333,2,6.35,A,AA 6061
