start,end,label,direction,N,ap,ae,F,Z,D,Tool,Workpiece
9.685,13.376,2,UP,2900,14.2875,1.27,16.93333,4,12.7,D*,AISI 4140
15.467,19.179,2,DOWN,2900,14.2875,1.27,16.93333,4,12.7,D*,AISI 4140
22.976,26.667,2,UP,3400,14.2875,1.27,16.93333,4,12.7,D*,AISI 4140
28.757,32.469,2,DOWN,3400,14.2875,1.27,16.93333,4,12.7,D*,AISI 4140
36.267,39.957,2,UP,3900,14.2875,1.27,16.93333,4,12.7,D*,AISI 4140
42.048,45.76,2,DOWN,3900,14.2875,1.27,16.93333,4,12.7,D*,AISI 4140
50.091,54.848,2,UP,2750,14.2875,0.3175,12.7,4,12.7,D*,AISI 4140
57.365,62.144,2,DOWN,2750,14.2875,0.3175,12.7,4,12.7,D*,AISI 4140
66.475,71.253,2,UP,3250,14.2875,0.3175,12.7,4,12.7,D*,AISI 4140
73.685,78.592,2,DOWN,3250,14.2875,1.27,12.7,4,12.7,D*,AISI 4140
82.965,87.744,2,UP,3750,14.2875,0.3175,12.7,4,12.7,D*,AISI 4140
90.261,95.019,2,DOWN,3750,14.2875,0.3175,12.7,4,12.7,D*,AISI 4140
