start,end,label,direction,N,ap,ae,F,Z,D,Tool,Workpiece
12.48,17.301,0,UP,2250,0.254,26.67,21.16667,4,50.8,C1,AISI 4140
22.379,25.685,0,DOWN,2250,0.254,26.67,21.16667,4,50.8,C1,AISI 4140
34.133,38.229,0,UP,2250,0.254,26.67,25.4,4,50.8,C1,AISI 4140
42.581,45.397,0,DOWN,2250,0.254,26.67,25.4,4,50.8,C1,AISI 4140
52.971,56.491,0,UP,2250,0.254,26.67,29.63333,4,50.8,C1,AISI 4140
60.373,62.827,0,DOWN,2250,0.254,26.67,29.63333,4,50.8,C1,AISI 4140
69.803,72.875,0,UP,2250,0.254,26.67,33.86667,4,50.8,C1,AISI 4140
76.437,78.571,0,DOWN,2250,0.254,26.67,33.86667,4,50.8,C1,AISI 4140
86.101,91.051,0,UP,1700,0.254,26.67,21.16667,4,50.8,C1,AISI 4140
95.979,99.776,0,DOWN,1700,0.254,26.67,21.16667,4,50.8,C1,AISI 4140
107.776,111.872,0,UP,1700,0.254,26.67,25.4,4,50.8,C1,AISI 4140
116.203,119.061,0,DOWN,1700,0.254,26.67,25.4,4,50.8,C1,AISI 4140
126.613,130.133,0,UP,1700,0.254,26.67,29.63333,4,50.8,C1,AISI 4140
134.016,137.003,0,DOWN,1700,0.254,26.67,29.63333,4,50.8,C1,AISI 4140
143.424,146.517,0,UP,1700,0.254,26.67,33.86667,4,50.8,C1,AISI 4140
150.059,152.192,0,DOWN,1700,0.254,26.67,33.86667,4,50.8,C1,AISI 4140
159.531,163.285,0,UP,1900,0.254,26.67,21.16667,4,50.8,C1,AISI 4140
169.387,172.736,0,DOWN,1900,0.254,26.67,21.16667,4,50.8,C1,AISI 4140
181.184,185.088,0,UP,1900,0.254,26.67,25.4,4,50.8,C1,AISI 4140
189.611,192.405,0,DOWN,1900,0.254,26.67,25.4,4,50.8,C1,AISI 4140
200.021,203.499,0,UP,1900,0.254,26.67,29.63333,4,50.8,C1,AISI 4140
207.424,209.835,0,DOWN,1900,0.254,26.67,29.63333,4,50.8,C1,AISI 4140
216.832,219.904,0,UP,1900,0.254,26.67,33.86667,4,50.8,C1,AISI 4140
223.467,225.579,0,DOWN,1900,0.254,26.67,33.86667,4,50.8,C1,AISI 4140
232.939,237.461,0,UP,2100,0.254,26.67,21.16667,4,50.8,C1,AISI 4140
242.816,246.187,0,DOWN,2100,0.254,26.67,21.16667,4,50.8,C1,AISI 4140
254.592,258.645,0,UP,2100,0.254,26.67,25.4,4,50.8,C1,AISI 4140
263.019,265.856,0,DOWN,2100,0.254,26.67,25.4,4,50.8,C1,AISI 4140
273.429,276.885,0,UP,2100,0.254,26.67,29.63333,4,50.8,C1,AISI 4140
280.832,283.264,0,DOWN,2100,0.254,26.67,29.63333,4,50.8,C1,AISI 4140
290.261,293.312,0,UP,2100,0.254,26.67,33.86667,4,50.8,C1,AISI 4140
296.896,299.883,0,DOWN,2100,0.254,26.67,33.86667,4,50.8,C1,AISI 4140
306.603,310.123,0,UP,1500,0.0508,26.67,21.16667,4,50.8,C1,AISI 4140
316.48,319.744,0,DOWN,1500,0.0508,26.67,21.16667,4,50.8,C1,AISI 4140
328.235,331.307,0,UP,1500,0.0508,26.67,25.4,4,50.8,C1,AISI 4140
336.683,340.288,0,DOWN,1500,0.0508,26.67,25.4,4,50.8,C1,AISI 4140
347.029,350.464,0,UP,1500,0.0508,26.67,29.63333,4,50.8,C1,AISI 4140
354.432,356.907,0,DOWN,1500,0.0508,26.67,29.63333,4,50.8,C1,AISI 4140
363.819,366.848,0,UP,1500,0.0508,26.67,33.86667,4,50.8,C1,AISI 4140
370.453,373.397,0,DOWN,1500,0.0508,26.67,33.86667,4,50.8,C1,AISI 4140
379.883,383.232,0,UP,1700,0.0508,26.67,21.16667,4,50.8,C1,AISI 4140
389.76,393.067,0,DOWN,1700,0.0508,26.67,21.16667,4,50.8,C1,AISI 4140
401.493,404.395,0,UP,1700,0.0508,26.67,25.4,4,50.8,C1,AISI 4140
409.941,412.715,0,DOWN,1700,0.0508,26.67,25.4,4,50.8,C1,AISI 4140
420.288,423.744,0,UP,1700,0.0508,26.67,29.63333,4,50.8,C1,AISI 4140
427.669,430.059,0,DOWN,1700,0.0508,26.67,29.63333,4,50.8,C1,AISI 4140
437.077,439.851,0,UP,1700,0.0508,26.67,33.86667,4,50.8,C1,AISI 4140
443.691,445.888,0,DOWN,1700,0.0508,26.67,33.86667,4,50.8,C1,AISI 4140
453.12,456.405,0,UP,1900,0.0508,26.67,21.16667,4,50.8,C1,AISI 4140
463.019,466.155,0,DOWN,1900,0.0508,26.67,21.16667,4,50.8,C1,AISI 4140
474.752,477.845,0,UP,1900,0.0508,26.67,25.4,4,50.8,C1,AISI 4140
483.2,485.952,0,DOWN,1900,0.0508,26.67,25.4,4,50.8,C1,AISI 4140
