start,end,label,direction,N,ap,ae,F,Z,D,Tool,Workpiece
9.131,13.803,0,UP,2900,19.05,0.635,14.81667,4,12.7,D,AISI 4140
16.491,20.373,0,DOWN,2900,19.05,0.635,14.81667,4,12.7,D,AISI 4140
24.064,27.499,0,UP,2900,19.05,0.635,16.93333,4,12.7,D,AISI 4140
29.995,33.408,0,DOWN,2900,19.05,0.635,16.93333,4,12.7,D,AISI 4140
36.907,39.979,0,UP,2900,19.05,0.635,19.05,4,12.7,D,AISI 4140
42.304,45.355,0,DOWN,2900,19.05,0.635,19.05,4,12.7,D,AISI 4140
48.704,51.456,0,UP,2900,19.05,0.635,21.16667,4,12.7,D,AISI 4140
53.675,56.405,0,DOWN,2900,19.05,0.635,21.16667,4,12.7,D,AISI 4140
60.224,64.171,0,UP,3400,19.05,0.635,14.81667,4,12.7,D,AISI 4140
66.837,70.763,0,DOWN,3400,19.05,0.635,14.81667,4,12.7,D,AISI 4140
74.411,77.867,0,UP,3400,19.05,0.635,16.93333,4,12.7,D,AISI 4140
80.341,83.776,0,DOWN,3400,19.05,0.635,16.93333,4,12.7,D,AISI 4140
87.253,90.325,0,UP,3400,19.05,0.635,19.05,4,12.7,D,AISI 4140
92.651,95.701,0,DOWN,3400,19.05,0.635,19.05,4,12.7,D,AISI 4140
99.051,101.803,0,UP,3400,19.05,0.635,21.16667,4,12.7,D,AISI 4140
104.021,106.773,0,DOWN,3400,19.05,0.635,21.16667,4,12.7,D,AISI 4140
110.571,114.496,0,UP,3900,19.05,0.635,14.81667,4,12.7,D,AISI 4140
117.184,121.109,0,DOWN,3900,19.05,0.635,14.81667,4,12.7,D,AISI 4140
124.757,128.213,0,UP,3900,19.05,0.635,16.93333,4,12.7,D,AISI 4140
130.688,134.123,0,DOWN,3900,19.05,0.635,16.93333,4,12.7,D,AISI 4140
137.6,140.672,0,UP,3900,19.05,0.635,19.05,4,12.7,D,AISI 4140
142.997,146.048,0,DOWN,3900,19.05,0.635,19.05,4,12.7,D,AISI 4140
149.397,152.149,0,UP,3900,19.05,0.635,21.16667,4,12.7,D,AISI 4140
154.368,157.12,0,DOWN,3900,19.05,0.635,21.16667,4,12.7,D,AISI 4140
160.875,164.8,0,UP,4400,19.05,0.635,14.81667,4,12.7,D,AISI 4140
167.488,171.413,0,DOWN,4400,19.05,0.635,14.81667,4,12.7,D,AISI 4140
175.061,178.496,0,UP,4400,19.05,0.635,16.93333,4,12.7,D,AISI 4140
180.992,184.427,0,DOWN,4400,19.05,0.635,16.93333,4,12.7,D,AISI 4140
