start,end,label,direction,N,ap,ae,F,Z,D,Tool,Workpiece
11.648,13.568,0,UP,3500,38.1,0.3175,19.05,5,12.7,E,AISI 1018
15.915,17.813,0,DOWN,3500,38.1,0.3175,19.05,5,12.7,E,AISI 1018
21.205,22.933,0,UP,3500,38.1,0.3175,21.16667,5,12.7,E,AISI 1018
25.173,26.901,0,DOWN,3500,38.1,0.3175,21.16667,5,12.7,E,AISI 1018
30.165,31.787,0,UP,3500,38.1,0.3175,23.28333,5,12.7,E,AISI 1018
33.899,35.456,0,DOWN,3500,38.1,0.3175,23.28333,5,12.7,E,AISI 1018
38.635,40.085,0,UP,3500,38.1,0.3175,25.4,5,12.7,E,AISI 1018
42.155,43.584,0,DOWN,3500,38.1,0.3175,25.4,5,12.7,E,AISI 1018
47.253,49.195,0,UP,4000,38.1,0.3175,19.05,5,12.7,E,AISI 1018
51.541,53.44,0,DOWN,4000,38.1,0.3175,19.05,5,12.7,E,AISI 1018
56.832,58.645,0,UP,4000,38.1,0.3175,21.16667,5,12.7,E,AISI 1018
60.8,62.528,0,DOWN,4000,38.1,0.3175,21.16667,5,12.7,E,AISI 1018
65.792,67.392,0,UP,4000,38.1,0.3175,23.28333,5,12.7,E,AISI 1018
69.525,71.083,0,DOWN,4000,38.1,0.3175,23.28333,5,12.7,E,AISI 1018
74.261,75.712,0,UP,4000,38.1,0.3175,25.4,5,12.7,E,AISI 1018
77.632,79.211,0,DOWN,4000,38.1,0.3175,25.4,5,12.7,E,AISI 1018
82.88,85.013,0,UP,4500,38.1,0.3175,19.05,5,12.7,E,AISI 1018
87.168,89.067,0,DOWN,4500,38.1,0.3175,19.05,5,12.7,E,AISI 1018
92.459,94.251,0,UP,4500,38.1,0.3175,21.16667,5,12.7,E,AISI 1018
