time,COR_Status,Controller_Mode,EStop_State,Machine_Mode,avail,dev_asset_chg,dev_asset_rem,Block_Number,Current_Tool,Execution,Part_Count,Program_Name_Editing,Program_Name_Running,A_Axis_Load,A_Position,C_Axis_Load,C_Position,Machine_Time,Spindle_Time,energy,watt,Feed_Override,Feed_Rate,Program_Runtime_Seconds,Rapid_Override,Rapid_Speed,S_Axis_Load,Spindle_Override,Spindle_Speed,smapeak,smarms,smcrest,smtemp,smvrms,X_Axis_Load,X_Position,xmapeak,xmarms,xmcrest,xmtemp,xmvrms,Y_Axis_Load,Y_Position,ymapeak,ymarms,ymcrest,ymtemp,ymvrms,Z_Axis_Load,Z_Position,zmapeak,zmarms,zmcrest,zmtemp,zmvrms
0.0,1,AUTO,ARMED,4,AVAILABLE,UNAVAILABLE,UNAVAILABLE,0,7,ERROR,706,A_N2-A5.NC,A_N2-A5.NC,3,-0.000332225,18,0.0005,1600628.527,466429.807,184.4,1128.4567,100,0.0,42,100,0,0,100,0.0,300,100,3.5,27.8,0.0,7,4.93983159102415e-06,300,100,2.3,22.9,0.0,5,507.9999927,1400,900,1.6,25.8,0.1,37,-2.09e-06,1500,600,2.5,27.9,0.0
0.192698,1,AUTO,ARMED,4,AVAILABLE,UNAVAILABLE,UNAVAILABLE,0,7,ERROR,706,A_N2-A5.NC,A_N2-A5.NC,3,-0.000332225,18,0.0005,1600628.527,466429.807,184.4,1128.4567,100,0.0,42,100,0,0,100,0.0,300,100,3.5,27.8,0.0,7,4.93983159102415e-06,300,100,2.3,22.9,0.0,5,507.9999927,1400,900,1.6,25.8,0.1,37,-2.09e-06,1500,600,2.5,27.9,0.0
0.333556,1,AUTO,ARMED,4,AVAILABLE,UNAVAILABLE,UNAVAILABLE,0,7,ERROR,706,A_N2-A5.NC,A_N2-A5.NC,3,-0.000332225,18,0.0005,1600628.527,466429.807,184.4,1128.4567,100,0.0,42,100,0,0,100,0.0,300,100,3.5,27.8,0.0,7,-6.5e-06,300,100,2.3,22.9,0.0,5,508.0000042,1400,900,1.6,25.8,0.1,37,-2.09e-06,1500,600,2.5,27.9,0.0
0.477524,1,AUTO,ARMED,4,AVAILABLE,UNAVAILABLE,UNAVAILABLE,0,7,ERROR,706,A_N2-A5.NC,A_N2-A5.NC,3,-0.000332225,18,0.0005,1600628.527,466429.807,184.4,1128.4567,100,0.0,42,100,0,0,100,0.0,300,100,3.5,27.8,0.0,7,4.93983159102415e-06,300,100,2.3,22.9,0.0,5,508.0000042,1400,900,1.6,25.8,0.1,37,-2.09e-06,1500,600,2.5,27.9,0.0
0.628708,1,AUTO,ARMED,4,AVAILABLE,UNAVAILABLE,UNAVAILABLE,0,7,ERROR,706,A_N2-A5.NC,A_N2-A5.NC,3,-0.000332225,18,0.0005,1600628.527,466429.807,184.4,1150.6737,100,0.0,42,100,0,0,100,0.0,300,100,3.5,27.8,0.0,7,4.93983159102415e-06,300,100,2.3,22.9,0.0,5,508.0000042,1400,900,1.6,25.8,0.1,37,-2.09e-06,1500,600,2.5,27.9,0.0
0.776018,1,AUTO,ARMED,4,AVAILABLE,UNAVAILABLE,UNAVAILABLE,0,7,ERROR,706,A_N2-A5.NC,A_N2-A5.NC,3,-0.000332225,18,0.0005,1600628.527,466429.807,184.4,1150.6737,100,0.0,42,100,0,0,100,0.0,300,100,3.5,27.8,0.0,7,4.93983159102415e-06,300,100,2.3,22.9,0.0,5,507.9999927,1400,900,1.6,25.8,0.1,37,-2.09e-06,1500,600,2.5,27.9,0.0
0.918193,1,AUTO,ARMED,4,AVAILABLE,UNAVAILABLE,UNAVAILABLE,0,7,ERROR,706,A_N2-A5.NC,A_N2-A5.NC,3,-0.000332225,18,0.0005,1600628.527,466429.807,184.4,1150.6737,100,0.0,42,100,0,0,100,0.0,300,100,3.5,27.8,0.0,7,4.93983159102415e-06,300,100,2.3,22.9,0.0,5,507.9999927,1400,900,1.6,25.8,0.1,37,-2.09e-06,1500,600,2.5,27.9,0.0
1.063259,1,AUTO,ARMED,4,AVAILABLE,UNAVAILABLE,UNAVAILABLE,0,7,ERROR,706,A_N2-A5.NC,A_N2-A5.NC,3,-0.000332225,18,0.0005,1600628.527,466429.807,184.4,1150.6737,100,0.0,42,100,0,0,100,0.0,300,100,3.5,27.8,0.0,7,4.93983159102415e-06,300,100,2.3,22.9,0.0,5,508.0000042,1400,900,1.6,25.8,0.1,37,9.35058101143169e-06,1500,600,2.5,27.9,0.0
1.209544,1,AUTO,ARMED,4,AVAILABLE,UNAVAILABLE,UNAVAILABLE,0,7,ERROR,706,A_N2-A5.NC,A_N2-A5.NC,3,-0.000332225,18,0.0005,1600628.527,466429.807,184.4,1150.6737,100,0.0,42,100,0,0,100,0.0,300,100,3.5,27.8,0.0,7,-6.5e-06,300,100,2.3,22.9,0.0,5,508.0000042,1400,900,1.6,25.8,0.1,37,-2.09e-06,1500,600,2.5,27.9,0.0
1.356894,1,AUTO,ARMED,4,AVAILABLE,UNAVAILABLE,UNAVAILABLE,0,7,ERROR,706,A_N2-A5.NC,A_N2-A5.NC,3,-0.000332225,18,0.0005,1600628.527,466429.807,184.4,1150.6737,100,0.0,42,100,0,0,100,0.0,300,100,3.5,27.8,0.0,7,4.93983159102415e-06,300,100,2.3,22.9,0.0,5,507.9999927,1400,900,1.6,25.8,0.1,37,-2.09e-06,1500,600,2.5,27.9,0.0
