start,end,label,direction,N,ap,ae,F,Z,D,Tool,Workpiece
13.995,20.416,1,UP,9000,38.1,0.3175,16.93333,2,6.35,A,AA 6061
22.165,28.565,1,DOWN,9000,38.1,0.3175,16.93333,2,6.35,A,AA 6061
31.36,37.184,1,UP,9000,38.1,0.3175,18.62667,2,6.35,A,AA 6061
38.869,44.693,1,DOWN,9000,38.1,0.3175,18.62667,2,6.35,A,AA 6061
47.424,52.779,1,UP,9000,38.1,0.3175,20.32,2,6.35,A,AA 6061
54.421,59.755,1,DOWN,9000,38.1,0.3175,20.32,2,6.35,A,AA 6061
62.464,67.392,1,UP,9000,38.1,0.3175,22.01333,2,6.35,A,AA 6061
68.971,73.92,1,DOWN,9000,38.1,0.3175,22.01333,2,6.35,A,AA 6061
76.992,83.413,1,UP,10000,38.1,0.3175,16.93333,2,6.35,A,AA 6061
85.12,91.541,1,DOWN,10000,38.1,0.3175,16.93333,2,6.35,A,AA 6061
94.315,100.181,1,UP,10000,38.1,0.3175,18.62667,2,6.35,A,AA 6061
101.824,107.648,1,DOWN,10000,38.1,0.3175,18.62667,2,6.35,A,AA 6061
110.421,115.776,1,UP,10000,38.1,0.3175,20.32,2,6.35,A,AA 6061
117.376,122.709,1,DOWN,10000,38.1,0.3175,20.32,2,6.35,A,AA 6061
125.419,130.347,1,UP,10000,38.1,0.3175,22.01333,2,6.35,A,AA 6061
131.947,136.875,1,DOWN,10000,38.1,0.3175,22.01333,2,6.35,A,AA 6061
139.947,146.389,1,UP,11000,38.1,0.3175,16.93333,2,6.35,A,AA 6061
148.096,154.517,1,DOWN,11000,38.1,0.3175,16.93333,2,6.35,A,AA 6061
157.312,163.456,1,UP,11000,38.1,0.3175,18.62667,2,6.35,A,AA 6061
164.821,170.624,1,DOWN,11000,38.1,0.3175,18.62667,2,6.35,A,AA 6061
173.376,178.731,1,UP,11000,38.1,0.3175,20.32,2,6.35,A,AA 6061
180.352,185.685,1,DOWN,11000,38.1,0.3175,20.32,2,6.35,A,AA 6061
188.395,193.344,1,UP,11000,38.1,0.3175,22.01333,2,6.35,A,AA 6061
194.923,199.851,1,DOWN,11000,38.1,0.3175,22.01333,2,6.35,A,AA 6061
202.923,209.387,1,UP,12000,38.1,0.3175,16.93333,2,6.35,A,AA 6061
211.072,217.493,1,DOWN,12000,38.1,0.3175,16.93333,2,6.35,A,AA 6061
220.267,226.155,1,UP,12000,38.1,0.3175,18.62667,2,6.35,A,AA 6061
227.797,233.643,1,DOWN,12000,38.1,0.3175,18.62667,2,6.35,A,AA 6061
236.352,241.728,1,UP,12000,38.1,0.3175,20.32,2,6.35,A,AA 6061
243.328,248.704,1,DOWN,12000,38.1,0.3175,20.32,2,6.35,A,AA 6061
251.371,256.363,1,UP,12000,38.1,0.3175,22.01333,2,6.35,A,AA 6061
257.899,262.848,1,DOWN,12000,38.1,0.3175,22.01333,2,6.35,A,AA 6061
269.035,275.392,1,UP,9000,38.1,0.0635,16.93333,2,6.35,A,AA 6061
277.205,283.499,0,DOWN,9000,38.1,0.0635,16.93333,2,6.35,A,AA 6061
286.336,292.117,1,UP,9000,38.1,0.0635,18.62667,2,6.35,A,AA 6061
293.803,299.605,0,DOWN,9000,38.1,0.0635,18.62667,2,6.35,A,AA 6061
302.357,307.669,1,UP,9000,38.1,0.0635,20.32,2,6.35,A,AA 6061
309.312,314.603,0,DOWN,9000,38.1,0.0635,20.32,2,6.35,A,AA 6061
317.333,322.219,1,UP,9000,38.1,0.0635,22.01333,2,6.35,A,AA 6061
323.819,328.725,0,DOWN,9000,38.1,0.0635,22.01333,2,6.35,A,AA 6061
331.797,338.176,1,UP,10000,38.1,0.0635,16.93333,2,6.35,A,AA 6061
339.925,346.283,0,DOWN,10000,38.1,0.0635,16.93333,2,6.35,A,AA 6061
349.099,354.859,1,UP,10000,38.1,0.0635,18.62667,2,6.35,A,AA 6061
356.565,362.347,0,DOWN,10000,38.1,0.0635,18.62667,2,6.35,A,AA 6061
364.672,370.432,1,UP,10000,38.1,0.0635,20.32,2,6.35,A,AA 6061
372.075,377.6,0,DOWN,10000,38.1,0.0635,20.32,2,6.35,A,AA 6061
380.075,385.003,1,UP,10000,38.1,0.0635,22.01333,2,6.35,A,AA 6061
386.603,391.488,0,DOWN,10000,38.1,0.0635,22.01333,2,6.35,A,AA 6061
394.56,400.939,1,UP,11000,38.1,0.0635,16.93333,2,6.35,A,AA 6061
402.688,409.045,1,DOWN,11000,38.1,0.0635,16.93333,2,6.35,A,AA 6061
411.861,417.643,1,UP,11000,38.1,0.0635,18.62667,2,6.35,A,AA 6061
