start,end,label,direction,N,ap,ae,F,Z,D,Tool,Workpiece
9.365,13.376,0,UP,3100,14.2875,1.27,14.81667,4,12.7,D,AISI 4140
16.021,20.032,0,DOWN,3100,14.2875,1.27,14.81667,4,12.7,D,AISI 4140
23.701,27.2,0,UP,3100,14.2875,1.27,16.93333,4,12.7,D,AISI 4140
29.675,33.173,0,DOWN,3100,14.2875,1.27,16.93333,4,12.7,D,AISI 4140
36.672,39.808,0,UP,3100,14.2875,1.27,19.05,4,12.7,D,AISI 4140
42.112,45.248,0,DOWN,3100,14.2875,1.27,19.05,4,12.7,D,AISI 4140
48.597,51.413,0,UP,3100,14.2875,1.27,21.16667,4,12.7,D,AISI 4140
53.632,56.448,0,DOWN,3100,14.2875,1.27,21.16667,4,12.7,D,AISI 4140
60.288,64.299,0,UP,3600,14.2875,1.27,14.81667,4,12.7,D,AISI 4140
66.944,70.955,0,DOWN,3600,14.2875,1.27,14.81667,4,12.7,D,AISI 4140
74.624,78.144,0,UP,3600,14.2875,1.27,16.93333,4,12.7,D,AISI 4140
80.597,84.096,0,DOWN,3600,14.2875,1.27,16.93333,4,12.7,D,AISI 4140
87.595,90.731,0,UP,3600,14.2875,1.27,19.05,4,12.7,D,AISI 4140
93.056,96.171,0,DOWN,3600,14.2875,1.27,19.05,4,12.7,D,AISI 4140
99.541,102.336,0,UP,3600,14.2875,1.27,21.16667,4,12.7,D,AISI 4140
104.555,107.371,0,DOWN,3600,14.2875,1.27,21.16667,4,12.7,D,AISI 4140
111.232,115.243,0,UP,4100,14.2875,1.27,14.81667,4,12.7,D,AISI 4140
117.888,121.856,0,DOWN,4100,14.2875,1.27,14.81667,4,12.7,D,AISI 4140
125.547,129.067,0,UP,4100,14.2875,1.27,16.93333,4,12.7,D,AISI 4140
131.541,135.019,0,DOWN,4100,14.2875,1.27,16.93333,4,12.7,D,AISI 4140
138.539,141.653,0,UP,4100,14.2875,1.27,19.05,4,12.7,D,AISI 4140
143.979,147.093,0,DOWN,4100,14.2875,1.27,19.05,4,12.7,D,AISI 4140
150.438,153.387,0,UP,4100,14.2875,1.27,21.16667,4,12.7,D,AISI 4140
155.499,158.374,0,DOWN,4100,14.2875,1.27,21.16667,4,12.7,D,AISI 4140
162.155,166.18,0,UP,4600,14.2875,1.27,14.81667,4,12.7,D,AISI 4140
168.811,172.814,0,DOWN,4600,14.2875,1.27,14.81667,4,12.7,D,AISI 4140
176.497,180.054,0,UP,4600,14.2875,1.27,16.93333,4,12.7,D,AISI 4140
182.464,186.003,0,DOWN,4600,14.2875,1.27,16.93333,4,12.7,D,AISI 4140
189.461,192.564,0,UP,4600,14.2875,1.27,19.05,4,12.7,D,AISI 4140
194.901,198.037,0,DOWN,4600,14.2875,1.27,19.05,4,12.7,D,AISI 4140
201.387,204.205,0,UP,4600,14.2875,1.27,21.16667,4,12.7,D,AISI 4140
206.421,209.237,0,DOWN,4600,14.2875,1.27,21.16667,4,12.7,D,AISI 4140
213.568,217.451,0,UP,3100,14.2875,0.254,14.81667,4,12.7,D,AISI 4140
220.16,224.021,0,DOWN,3100,14.2875,0.254,14.81667,4,12.7,D,AISI 4140
227.755,231.189,0,UP,3100,14.2875,0.254,16.93333,4,12.7,D,AISI 4140
233.685,237.077,0,DOWN,3100,14.2875,0.254,16.93333,4,12.7,D,AISI 4140
240.597,243.648,0,UP,3100,14.2875,0.254,19.05,4,12.7,D,AISI 4140
245.995,249.024,0,DOWN,3100,14.2875,0.254,19.05,4,12.7,D,AISI 4140
252.409,255.125,0,UP,3100,14.2875,0.254,21.16667,4,12.7,D,AISI 4140
257.387,260.096,0,DOWN,3100,14.2875,0.254,21.16667,4,12.7,D,AISI 4140
264.043,267.904,0,UP,3600,14.2875,0.254,14.81667,4,12.7,D,AISI 4140
270.635,274.496,0,DOWN,3600,14.2875,0.254,14.81667,4,12.7,D,AISI 4140
278.229,281.621,0,UP,3600,14.2875,0.254,16.93333,4,12.7,D,AISI 4140
284.16,287.531,0,DOWN,3600,14.2875,0.254,16.93333,4,12.7,D,AISI 4140
291.072,294.08,0,UP,3600,14.2875,0.254,19.05,4,12.7,D,AISI 4140
296.469,299.477,0,DOWN,3600,14.2875,0.254,19.05,4,12.7,D,AISI 4140
302.891,305.6,0,UP,3600,14.2875,0.254,21.16667,4,12.7,D,AISI 4140
307.861,310.571,0,DOWN,3600,14.2875,0.254,21.16667,4,12.7,D,AISI 4140
314.496,318.379,0,UP,4100,14.2875,0.254,14.81667,4,12.7,D,AISI 4140
321.109,324.928,0,DOWN,4100,14.2875,0.254,14.81667,4,12.7,D,AISI 4140
328.683,332.075,0,UP,4100,14.2875,0.254,16.93333,4,12.7,D,AISI 4140
334.613,337.963,0,DOWN,4100,14.2875,0.254,16.93333,4,12.7,D,AISI 4140
341.547,344.555,0,UP,4100,14.2875,0.254,19.05,4,12.7,D,AISI 4140
346.944,349.931,0,DOWN,4100,14.2875,0.254,19.05,4,12.7,D,AISI 4140
353.344,356.075,0,UP,4100,14.2875,0.254,21.16667,4,12.7,D,AISI 4140
358.336,361.024,0,DOWN,4100,14.2875,0.254,21.16667,4,12.7,D,AISI 4140
364.949,368.822,0,UP,4600,14.2875,0.254,14.81667,4,12.7,D,AISI 4140
371.435,375.397,0,DOWN,4600,14.2875,0.254,14.81667,4,12.7,D,AISI 4140
379.161,382.513,0,UP,4600,14.2875,0.254,16.93333,4,12.7,D,AISI 4140
385.066,388.469,0,DOWN,4600,14.2875,0.254,16.93333,4,12.7,D,AISI 4140
391.933,395.002,0,UP,4600,14.2875,0.254,19.05,4,12.7,D,AISI 4140
397.503,400.42,0,DOWN,4600,14.2875,0.254,19.05,4,12.7,D,AISI 4140
403.819,406.549,0,UP,4600,14.2875,0.254,21.16667,4,12.7,D,AISI 4140
408.762,411.505,0,DOWN,4600,14.2875,0.254,21.16667,4,12.7,D,AISI 4140
