start,end,label,direction,N,ap,ae,F,Z,D,Tool,Workpiece
12.736,13.845,0,UP,9000,19.05,1.27,101.6,5,12.7,F2,AA 6061
15.168,16.256,0,DOWN,9000,19.05,1.27,101.6,5,12.7,F2,AA 6061
18.624,19.605,0,UP,9000,19.05,1.27,110.06667,5,12.7,F2,AA 6061
20.928,21.931,0,DOWN,9000,19.05,1.27,110.06667,5,12.7,F2,AA 6061
24.299,25.216,0,UP,9000,19.05,1.27,118.53333,5,12.7,F2,AA 6061
26.539,27.456,0,DOWN,9000,19.05,1.27,118.53333,5,12.7,F2,AA 6061
29.824,30.699,0,UP,9000,19.05,1.27,127,5,12.7,F2,AA 6061
32,32.853,0,DOWN,9000,19.05,1.27,127,5,12.7,F2,AA 6061
35.563,36.629,0,UP,10000,19.05,1.27,101.6,5,12.7,F2,AA 6061
37.952,39.019,0,DOWN,10000,19.05,1.27,101.6,5,12.7,F2,AA 6061
41.387,42.389,0,UP,10000,19.05,1.27,110.06667,5,12.7,F2,AA 6061
43.712,44.693,0,DOWN,10000,19.05,1.27,110.06667,5,12.7,F2,AA 6061
47.061,48,0,UP,10000,19.05,1.27,118.53333,5,12.7,F2,AA 6061
49.301,50.24,0,DOWN,10000,19.05,1.27,118.53333,5,12.7,F2,AA 6061
52.608,53.461,0,UP,10000,19.05,1.27,127,5,12.7,F2,AA 6061
54.784,55.637,0,DOWN,10000,19.05,1.27,127,5,12.7,F2,AA 6061
58.325,59.392,0,UP,11000,19.05,1.27,101.6,5,12.7,F2,AA 6061
60.736,61.803,0,DOWN,11000,19.05,1.27,101.6,5,12.7,F2,AA 6061
64.171,65.173,0,UP,11000,19.05,1.27,110.06667,5,12.7,F2,AA 6061
66.496,67.477,0,DOWN,11000,19.05,1.27,110.06667,5,12.7,F2,AA 6061
69.845,70.763,0,UP,11000,19.05,1.27,118.53333,5,12.7,F2,AA 6061
72.085,73.003,0,DOWN,11000,19.05,1.27,118.53333,5,12.7,F2,AA 6061
75.371,76.245,0,UP,11000,19.05,1.27,127,5,12.7,F2,AA 6061
77.547,78.421,0,DOWN,11000,19.05,1.27,127,5,12.7,F2,AA 6061
81.109,82.197,0,UP,12000,19.05,1.27,101.6,5,12.7,F2,AA 6061
83.52,84.587,0,DOWN,12000,19.05,1.27,101.6,5,12.7,F2,AA 6061
86.955,87.957,0,UP,12000,19.05,1.27,110.06667,5,12.7,F2,AA 6061
89.259,90.261,0,DOWN,12000,19.05,1.27,110.06667,5,12.7,F2,AA 6061
92.629,93.568,0,UP,12000,19.05,1.27,118.53333,5,12.7,F2,AA 6061
94.869,95.808,0,DOWN,12000,19.05,1.27,118.53333,5,12.7,F2,AA 6061
98.155,99.029,0,UP,12000,19.05,1.27,127,5,12.7,F2,AA 6061
100.331,101.205,0,DOWN,12000,19.05,1.27,127,5,12.7,F2,AA 6061
107.008,108.053,0,UP,9000,19.05,0.254,101.6,5,12.7,F2,AA 6061
109.376,110.421,0,DOWN,9000,19.05,0.254,101.6,5,12.7,F2,AA 6061
112.768,113.728,0,UP,9000,19.05,0.254,110.06667,5,12.7,F2,AA 6061
115.051,116.011,0,DOWN,9000,19.05,0.254,110.06667,5,12.7,F2,AA 6061
118.357,119.253,0,UP,9000,19.05,0.254,118.53333,5,12.7,F2,AA 6061
120.555,121.451,0,DOWN,9000,19.05,0.254,118.53333,5,12.7,F2,AA 6061
123.797,124.629,0,UP,9000,19.05,0.254,127,5,12.7,F2,AA 6061
125.931,126.784,0,DOWN,9000,19.05,0.254,127,5,12.7,F2,AA 6061
129.493,130.517,0,UP,10000,19.05,0.254,101.6,5,12.7,F2,AA 6061
131.84,132.885,0,DOWN,10000,19.05,0.254,101.6,5,12.7,F2,AA 6061
135.253,136.213,0,UP,10000,19.05,0.254,110.06667,5,12.7,F2,AA 6061
137.515,138.475,0,DOWN,10000,19.05,0.254,110.06667,5,12.7,F2,AA 6061
140.821,141.717,0,UP,10000,19.05,0.254,118.53333,5,12.7,F2,AA 6061
143.04,143.936,0,DOWN,10000,19.05,0.254,118.53333,5,12.7,F2,AA 6061
146.261,147.115,0,UP,10000,19.05,0.254,127,5,12.7,F2,AA 6061
148.416,149.248,0,DOWN,10000,19.05,0.254,127,5,12.7,F2,AA 6061
151.957,153.003,0,UP,11000,19.05,0.254,101.6,5,12.7,F2,AA 6061
154.325,155.371,0,DOWN,11000,19.05,0.254,101.6,5,12.7,F2,AA 6061
157.717,158.677,0,UP,11000,19.05,0.254,110.06667,5,12.7,F2,AA 6061
160,160.96,0,DOWN,11000,19.05,0.254,110.06667,5,12.7,F2,AA 6061
163.307,164.203,0,UP,11000,19.05,0.254,118.53333,5,12.7,F2,AA 6061
165.504,166.4,0,DOWN,11000,19.05,0.254,118.53333,5,12.7,F2,AA 6061
168.747,169.579,0,UP,11000,19.05,0.254,127,5,12.7,F2,AA 6061
170.88,171.712,0,DOWN,11000,19.05,0.254,127,5,12.7,F2,AA 6061
174.421,175.488,0,UP,12000,19.05,0.254,101.6,5,12.7,F2,AA 6061
176.789,177.835,0,DOWN,12000,19.05,0.254,101.6,5,12.7,F2,AA 6061
180.181,181.163,0,UP,12000,19.05,0.254,110.06667,5,12.7,F2,AA 6061
182.464,183.424,0,DOWN,12000,19.05,0.254,110.06667,5,12.7,F2,AA 6061
185.771,186.667,0,UP,12000,19.05,0.254,118.53333,5,12.7,F2,AA 6061
187.968,188.885,0,DOWN,12000,19.05,0.254,118.53333,5,12.7,F2,AA 6061
191.211,192.064,0,UP,12000,19.05,0.254,127,5,12.7,F2,AA 6061
193.344,194.197,0,DOWN,12000,19.05,0.254,127,5,12.7,F2,AA 6061
