time,COR_Status,Controller_Mode,EStop_State,Machine_Mode,avail,dev_asset_chg,dev_asset_rem,Block_Number,Current_Tool,Execution,Part_Count,Program_Name_Editing,Program_Name_Running,A_Axis_Load,A_Position,C_Axis_Load,C_Position,Machine_Time,Spindle_Time,energy,watt,Feed_Override,Feed_Rate,Program_Runtime_Seconds,Rapid_Override,Rapid_Speed,S_Axis_Load,Spindle_Override,Spindle_Speed,smapeak,smarms,smcrest,smtemp,smvrms,X_Axis_Load,X_Position,xmapeak,xmarms,xmcrest,xmtemp,xmvrms,Y_Axis_Load,Y_Position,ymapeak,ymarms,ymcrest,ymtemp,ymvrms,Z_Axis_Load,Z_Position,zmapeak,zmarms,zmcrest,zmtemp,zmvrms
0.0,1,AUTO,ARMED,4,AVAILABLE,UNAVAILABLE,UNAVAILABLE,0,99,ERROR,714,F2_N2-A5.NC,F2_N2-A5.NC,3,-0.000332225,17,0.0005,1618639.0,470033,184.4,1367.4835,100,0.0,0,100,0,0,100,0.0,500,100,3.6,25.5,0.0,5,0.203195554,200,0,4.1,22.4,0.0,4,507.9999927,1400,900,1.6,25.7,0.0,37,-2.09e-06,1500,600,2.6,27.9,0.0
0.152679,1,AUTO,ARMED,4,AVAILABLE,UNAVAILABLE,UNAVAILABLE,0,99,ERROR,714,F2_N2-A5.NC,F2_N2-A5.NC,3,-0.000332225,17,0.0005,1618639.0,470033,184.4,1352.312,100,0.0,0,100,0,0,100,0.0,500,100,3.6,25.5,0.0,5,0.203206998,200,0,4.1,22.4,0.0,4,507.9999927,1400,900,1.6,25.7,0.0,37,9.35058101143169e-06,1500,600,2.6,27.9,0.0
0.300245,1,AUTO,ARMED,4,AVAILABLE,UNAVAILABLE,UNAVAILABLE,0,99,ERROR,714,F2_N2-A5.NC,F2_N2-A5.NC,3,-0.000332225,17,0.0005,1618639.0,470033,184.4,1352.312,100,0.0,0,100,0,0,100,0.0,500,100,3.6,25.5,0.0,5,0.203206998,200,0,4.1,22.4,0.0,3,507.9999927,1400,900,1.6,25.7,0.0,37,-2.09e-06,1500,600,2.6,27.9,0.0
0.457082,1,AUTO,ARMED,4,AVAILABLE,UNAVAILABLE,UNAVAILABLE,0,99,ERROR,714,F2_N2-A5.NC,F2_N2-A5.NC,3,-0.000332225,17,0.0005,1618639.0,470033,184.4,1352.312,100,0.0,0,100,0,0,100,0.0,500,100,3.6,25.5,0.0,5,0.203206998,200,0,4.1,22.4,0.0,3,508.0000042,1400,900,1.6,25.7,0.0,37,9.35058101143169e-06,1500,600,2.6,27.9,0.0
0.605414,1,AUTO,ARMED,4,AVAILABLE,UNAVAILABLE,UNAVAILABLE,0,99,ERROR,714,F2_N2-A5.NC,F2_N2-A5.NC,3,-0.000332225,17,0.0005,1618639.0,470033,184.4,1352.312,100,0.0,0,100,0,0,100,0.0,500,100,3.6,25.5,0.0,5,0.203195554,200,0,4.1,22.4,0.0,4,507.9999927,1400,900,1.6,25.7,0.0,37,-2.09e-06,1500,600,2.6,27.9,0.0
0.750076,1,AUTO,ARMED,4,AVAILABLE,UNAVAILABLE,UNAVAILABLE,0,99,ERROR,714,F2_N2-A5.NC,F2_N2-A5.NC,3,-0.000332225,17,0.0005,1618639.0,470033,184.4,1352.312,100,0.0,0,100,0,0,100,0.0,500,100,3.6,25.5,0.0,5,0.203195554,200,0,4.1,22.4,0.0,4,507.9999927,1400,900,1.6,25.7,0.0,37,-2.09e-06,1500,600,2.6,27.9,0.0
0.890837,1,AUTO,ARMED,4,AVAILABLE,UNAVAILABLE,UNAVAILABLE,0,99,ERROR,714,F2_N2-A5.NC,F2_N2-A5.NC,3,-0.000332225,17,0.0005,1618639.0,470033,184.4,1352.312,100,0.0,0,100,0,0,100,0.0,500,100,3.6,25.5,0.0,5,0.203206998,200,0,4.1,22.4,0.0,4,507.9999927,1400,900,1.6,25.7,0.0,37,-2.09e-06,1500,600,2.6,27.9,0.0
1.036522,1,AUTO,ARMED,4,AVAILABLE,UNAVAILABLE,UNAVAILABLE,0,99,ERROR,714,F2_N2-A5.NC,F2_N2-A5.NC,3,-0.000332225,17,0.0005,1618639.0,470033,184.4,1352.312,100,0.0,0,100,0,0,100,0.0,500,100,3.6,25.5,0.0,5,0.203195554,200,0,4.1,22.4,0.0,4,508.0000042,1400,900,1.6,25.7,0.0,37,-2.09e-06,1500,600,2.6,27.9,0.0
1.178287,1,AUTO,ARMED,4,AVAILABLE,UNAVAILABLE,UNAVAILABLE,0,99,ERROR,714,F2_N2-A5.NC,F2_N2-A5.NC,3,-0.000332225,17,0.0005,1618639.0,470033,184.4,1666.4149,100,0.0,0,100,0,0,100,0.0,500,100,3.6,25.5,0.0,5,0.203195554,200,0,4.1,22.4,0.0,3,508.0000042,1400,900,1.6,25.7,0.0,37,9.35058101143169e-06,1500,600,2.6,27.9,0.0
1.326018,1,AUTO,ARMED,4,AVAILABLE,UNAVAILABLE,UNAVAILABLE,0,99,ERROR,714,F2_N2-A5.NC,F2_N2-A5.NC,3,-0.000332225,17,0.0005,1618639.0,470033,184.4,1666.4149,100,0.0,0,100,0,0,100,0.0,500,100,3.2,25.4,0.0,5,0.203195554,300,100,5.5,22.4,0.1,3,507.9999927,1400,900,1.6,25.7,0.1,37,-2.09e-06,1500,600,2.6,27.9,0.0
