start,end,label,direction,N,ap,ae,F,Z,D,Tool,Workpiece
18.56,24.939,1,UP,8800,28.575,0.1905,16.93333,2,6.35,A,AA 6061
26.773,33.109,0,DOWN,8800,28.575,0.1905,16.93333,2,6.35,A,AA 6061
35.947,41.771,1,UP,8800,28.575,0.1905,18.62667,2,6.35,A,AA 6061
43.52,49.28,0,DOWN,8800,28.575,0.1905,18.62667,2,6.35,A,AA 6061
52.053,57.429,1,UP,8800,28.575,0.1905,20.32,2,6.35,A,AA 6061
59.093,64.384,0,DOWN,8800,28.575,0.1905,20.32,2,6.35,A,AA 6061
67.093,72.043,1,UP,8800,28.575,0.1905,22.01333,2,6.35,A,AA 6061
73.685,78.571,0,DOWN,8800,28.575,0.1905,22.01333,2,6.35,A,AA 6061
82.325,88.683,1,UP,9800,28.575,0.1905,16.93333,2,6.35,A,AA 6061
90.539,96.896,0,DOWN,9800,28.575,0.1905,16.93333,2,6.35,A,AA 6061
99.691,105.515,1,UP,9800,28.575,0.1905,18.62667,2,6.35,A,AA 6061
107.264,113.045,0,DOWN,9800,28.575,0.1905,18.62667,2,6.35,A,AA 6061
115.819,121.152,1,UP,9800,28.575,0.1905,20.32,2,6.35,A,AA 6061
122.859,128.149,0,DOWN,9800,28.575,0.1905,20.32,2,6.35,A,AA 6061
130.859,135.808,1,UP,9800,28.575,0.1905,22.01333,2,6.35,A,AA 6061
137.451,142.336,0,DOWN,9800,28.575,0.1905,22.01333,2,6.35,A,AA 6061
146.283,152.704,1,UP,10800,28.575,0.1905,16.93333,2,6.35,A,AA 6061
154.496,160.832,0,DOWN,10800,28.575,0.1905,16.93333,2,6.35,A,AA 6061
163.648,169.515,1,UP,10800,28.575,0.1905,18.62667,2,6.35,A,AA 6061
171.221,177.003,0,DOWN,10800,28.575,0.1905,18.62667,2,6.35,A,AA 6061
179.755,185.152,1,UP,10800,28.575,0.1905,20.32,2,6.35,A,AA 6061
186.816,192.107,0,DOWN,10800,28.575,0.1905,20.32,2,6.35,A,AA 6061
194.816,199.787,1,UP,10800,28.575,0.1905,22.01333,2,6.35,A,AA 6061
201.408,206.293,0,DOWN,10800,28.575,0.1905,22.01333,2,6.35,A,AA 6061
