start,end,label,direction,N,ap,ae,F,Z,D,Tool,Workpiece
11.413,13.973,2,UP,8250,38.1,0.635,23.28333,5,12.7,E*,AISI 4140
16.064,18.603,2,DOWN,8250,38.1,0.635,23.28333,5,12.7,E*,AISI 4140
21.739,23.957,1,UP,8250,38.1,0.635,27.51667,5,12.7,E*,AISI 4140
25.856,27.989,2,DOWN,8250,38.1,0.635,27.51667,5,12.7,E*,AISI 4140
31.019,32.917,1,UP,8250,38.1,0.635,31.75,5,12.7,E*,AISI 4140
34.752,36.608,2,DOWN,8250,38.1,0.635,31.75,5,12.7,E*,AISI 4140
39.509,41.152,1,UP,8250,38.1,0.635,38.1,5,12.7,E*,AISI 4140
42.837,44.395,2,DOWN,8250,38.1,0.635,38.1,5,12.7,E*,AISI 4140
47.872,50.624,1,UP,8750,38.1,0.635,23.28333,5,12.7,E*,AISI 4140
52.501,55.04,2,DOWN,8750,38.1,0.635,23.28333,5,12.7,E*,AISI 4140
58.197,60.416,1,UP,8750,38.1,0.635,27.51667,5,12.7,E*,AISI 4140
62.293,64.448,2,DOWN,8750,38.1,0.635,27.51667,5,12.7,E*,AISI 4140
67.456,69.44,1,UP,8750,38.1,0.635,31.75,5,12.7,E*,AISI 4140
71.189,73.067,2,DOWN,8750,38.1,0.635,31.75,5,12.7,E*,AISI 4140
75.968,77.717,1,UP,8750,38.1,0.635,38.1,5,12.7,E*,AISI 4140
79.275,80.832,2,DOWN,8750,38.1,0.635,38.1,5,12.7,E*,AISI 4140
84.373,86.997,1,UP,9250,38.1,0.635,23.28333,5,12.7,E*,AISI 4140
89.024,91.563,2,DOWN,9250,38.1,0.635,23.28333,5,12.7,E*,AISI 4140
94.699,96.939,1,UP,9250,38.1,0.635,27.51667,5,12.7,E*,AISI 4140
98.816,100.949,2,DOWN,9250,38.1,0.635,27.51667,5,12.7,E*,AISI 4140
103.979,105.941,1,UP,9250,38.1,0.635,31.75,5,12.7,E*,AISI 4140
107.712,109.568,2,DOWN,9250,38.1,0.635,31.75,5,12.7,E*,AISI 4140
112.469,114.283,1,UP,9250,38.1,0.635,38.1,5,12.7,E*,AISI 4140
115.797,117.355,2,DOWN,9250,38.1,0.635,38.1,5,12.7,E*,AISI 4140
120.512,123.136,1,UP,9750,38.1,0.635,23.28333,5,12.7,E*,AISI 4140
125.163,127.701,2,DOWN,9750,38.1,0.635,23.28333,5,12.7,E*,AISI 4140
130.837,133.056,1,UP,9750,38.1,0.635,27.51667,5,12.7,E*,AISI 4140
134.955,137.109,2,DOWN,9750,38.1,0.635,27.51667,5,12.7,E*,AISI 4140
140.117,142.101,1,UP,9750,38.1,0.635,31.75,5,12.7,E*,AISI 4140
143.851,145.728,2,DOWN,9750,38.1,0.635,31.75,5,12.7,E*,AISI 4140
148.608,150.315,1,UP,9750,38.1,0.635,38.1,5,12.7,E*,AISI 4140
151.936,153.493,2,DOWN,9750,38.1,0.635,38.1,5,12.7,E*,AISI 4140
157.312,159.787,1,UP,8250,38.1,0.127,23.28333,5,12.7,E*,AISI 4140
161.899,164.373,2,DOWN,8250,38.1,0.127,23.28333,5,12.7,E*,AISI 4140
167.531,169.643,1,UP,8250,38.1,0.127,27.51667,5,12.7,E*,AISI 4140
171.584,173.696,2,DOWN,8250,38.1,0.127,27.51667,5,12.7,E*,AISI 4140
176.704,178.539,1,UP,8250,38.1,0.127,31.75,5,12.7,E*,AISI 4140
180.395,182.208,2,DOWN,8250,38.1,0.127,31.75,5,12.7,E*,AISI 4140
185.109,186.667,1,UP,8250,38.1,0.127,38.1,5,12.7,E*,AISI 4140
188.331,189.909,2,DOWN,8250,38.1,0.127,38.1,5,12.7,E*,AISI 4140
193.451,195.947,2,UP,8750,38.1,0.127,23.28333,5,12.7,E*,AISI 4140
198.037,200.533,2,DOWN,8750,38.1,0.127,23.28333,5,12.7,E*,AISI 4140
203.669,205.781,2,UP,8750,38.1,0.127,27.51667,5,12.7,E*,AISI 4140
207.744,209.856,2,DOWN,8750,38.1,0.127,27.51667,5,12.7,E*,AISI 4140
212.864,214.677,2,UP,8750,38.1,0.127,31.75,5,12.7,E*,AISI 4140
216.533,218.368,2,DOWN,8750,38.1,0.127,31.75,5,12.7,E*,AISI 4140
221.248,222.784,2,UP,8750,38.1,0.127,38.1,5,12.7,E*,AISI 4140
224.533,226.048,2,DOWN,8750,38.1,0.127,38.1,5,12.7,E*,AISI 4140
229.632,232.128,2,UP,9250,38.1,0.127,23.28333,5,12.7,E*,AISI 4140
234.24,236.736,2,DOWN,9250,38.1,0.127,23.28333,5,12.7,E*,AISI 4140
239.872,241.963,2,UP,9250,38.1,0.127,27.51667,5,12.7,E*,AISI 4140
243.947,246.037,2,DOWN,9250,38.1,0.127,27.51667,5,12.7,E*,AISI 4140
249.045,250.88,2,UP,9250,38.1,0.127,31.75,5,12.7,E*,AISI 4140
252.736,254.549,2,DOWN,9250,38.1,0.127,31.75,5,12.7,E*,AISI 4140
257.451,258.987,2,UP,9250,38.1,0.127,38.1,5,12.7,E*,AISI 4140
260.736,262.251,2,DOWN,9250,38.1,0.127,38.1,5,12.7,E*,AISI 4140
265.493,267.968,2,UP,9750,38.1,0.127,23.28333,5,12.7,E*,AISI 4140
270.08,272.555,2,DOWN,9750,38.1,0.127,23.28333,5,12.7,E*,AISI 4140
275.712,277.803,2,UP,9750,38.1,0.127,27.51667,5,12.7,E*,AISI 4140
279.765,281.877,2,DOWN,9750,38.1,0.127,27.51667,5,12.7,E*,AISI 4140
284.885,286.72,2,UP,9750,38.1,0.127,31.75,5,12.7,E*,AISI 4140
288.576,290.411,2,DOWN,9750,38.1,0.127,31.75,5,12.7,E*,AISI 4140
293.291,294.805,2,UP,9750,38.1,0.127,38.1,5,12.7,E*,AISI 4140
296.576,298.091,2,DOWN,9750,38.1,0.127,38.1,5,12.7,E*,AISI 4140
