start,end,label,direction,N,ap,ae,F,Z,D,Tool,Workpiece
9.429,11.072,0,UP,3700,19.05,0.635,23.28333,4,12.7,D,AISI 1018
13.504,15.125,0,DOWN,3700,19.05,0.635,23.28333,4,12.7,D,AISI 1018
18.283,19.819,0,UP,3700,19.05,0.635,25.4,4,12.7,D,AISI 1018
22.123,23.637,0,DOWN,3700,19.05,0.635,25.4,4,12.7,D,AISI 1018
26.709,28.117,0,UP,3700,19.05,0.635,27.51667,4,12.7,D,AISI 1018
30.336,31.723,0,DOWN,3700,19.05,0.635,27.51667,4,12.7,D,AISI 1018
34.752,36.053,0,UP,3700,19.05,0.635,29.63333,4,12.7,D,AISI 1018
38.208,39.488,0,DOWN,3700,19.05,0.635,29.63333,4,12.7,D,AISI 1018
42.859,44.501,0,UP,4200,19.05,0.635,23.28333,4,12.7,D,AISI 1018
46.933,48.576,0,DOWN,4200,19.05,0.635,23.28333,4,12.7,D,AISI 1018
51.733,53.248,0,UP,4200,19.05,0.635,25.4,4,12.7,D,AISI 1018
55.573,57.067,0,DOWN,4200,19.05,0.635,25.4,4,12.7,D,AISI 1018
60.16,61.547,0,UP,4200,19.05,0.635,27.51667,4,12.7,D,AISI 1018
63.787,65.173,0,DOWN,4200,19.05,0.635,27.51667,4,12.7,D,AISI 1018
68.181,69.483,0,UP,4200,19.05,0.635,29.63333,4,12.7,D,AISI 1018
71.637,72.939,0,DOWN,4200,19.05,0.635,29.63333,4,12.7,D,AISI 1018
76.309,77.952,0,UP,4700,19.05,0.635,23.28333,4,12.7,D,AISI 1018
80.384,82.027,0,DOWN,4700,19.05,0.635,23.28333,4,12.7,D,AISI 1018
85.184,87.488,0,UP,4700,19.05,0.635,25.4,4,12.7,D,AISI 1018
89.003,90.517,0,DOWN,4700,19.05,0.635,25.4,4,12.7,D,AISI 1018
93.589,94.997,0,UP,4700,19.05,0.635,27.51667,4,12.7,D,AISI 1018
97.216,98.624,0,DOWN,4700,19.05,0.635,27.51667,4,12.7,D,AISI 1018
101.632,102.933,0,UP,4700,19.05,0.635,29.63333,4,12.7,D,AISI 1018
105.088,106.368,0,DOWN,4700,19.05,0.635,29.63333,4,12.7,D,AISI 1018
109.696,111.339,0,UP,5200,19.05,0.635,23.28333,4,12.7,D,AISI 1018
113.216,115.413,0,DOWN,5200,19.05,0.635,23.28333,4,12.7,D,AISI 1018
118.571,120.085,0,UP,5200,19.05,0.635,25.4,4,12.7,D,AISI 1018
122.411,123.904,0,DOWN,5200,19.05,0.635,25.4,4,12.7,D,AISI 1018
126.976,128.384,0,UP,5200,19.05,0.635,27.51667,4,12.7,D,AISI 1018
130.603,132.011,0,DOWN,5200,19.05,0.635,27.51667,4,12.7,D,AISI 1018
135.019,136.32,0,UP,5200,19.05,0.635,29.63333,4,12.7,D,AISI 1018
138.176,139.776,0,DOWN,5200,19.05,0.635,29.63333,4,12.7,D,AISI 1018
143.616,145.195,0,UP,3700,19.05,0.127,23.28333,4,12.7,D,AISI 1018
147.669,149.248,0,DOWN,3700,19.05,0.127,23.28333,4,12.7,D,AISI 1018
152.427,153.877,0,UP,3700,19.05,0.127,25.4,4,12.7,D,AISI 1018
156.245,157.696,0,DOWN,3700,19.05,0.127,25.4,4,12.7,D,AISI 1018
160.789,162.112,0,UP,3700,19.05,0.127,27.51667,4,12.7,D,AISI 1018
164.395,165.717,0,DOWN,3700,19.05,0.127,27.51667,4,12.7,D,AISI 1018
168.747,169.984,0,UP,3700,19.05,0.127,29.63333,4,12.7,D,AISI 1018
172.181,173.419,0,DOWN,3700,19.05,0.127,29.63333,4,12.7,D,AISI 1018
176.811,178.389,0,UP,4200,19.05,0.127,23.28333,4,12.7,D,AISI 1018
180.864,182.443,0,DOWN,4200,19.05,0.127,23.28333,4,12.7,D,AISI 1018
185.621,187.072,0,UP,4200,19.05,0.127,25.4,4,12.7,D,AISI 1018
189.12,190.869,0,DOWN,4200,19.05,0.127,25.4,4,12.7,D,AISI 1018
193.963,195.307,0,UP,4200,19.05,0.127,27.51667,4,12.7,D,AISI 1018
197.568,198.912,0,DOWN,4200,19.05,0.127,27.51667,4,12.7,D,AISI 1018
201.941,203.179,0,UP,4200,19.05,0.127,29.63333,4,12.7,D,AISI 1018
205.355,207.296,0,DOWN,4200,19.05,0.127,29.63333,4,12.7,D,AISI 1018
209.984,212.288,0,UP,4700,19.05,0.127,23.28333,4,12.7,D,AISI 1018
214.037,215.616,0,DOWN,4700,19.05,0.127,23.28333,4,12.7,D,AISI 1018
218.795,221.12,0,UP,4700,19.05,0.127,25.4,4,12.7,D,AISI 1018
222.613,224.043,0,DOWN,4700,19.05,0.127,25.4,4,12.7,D,AISI 1018
227.157,228.48,0,UP,4700,19.05,0.127,27.51667,4,12.7,D,AISI 1018
230.763,232.085,0,DOWN,4700,19.05,0.127,27.51667,4,12.7,D,AISI 1018
235.115,236.352,0,UP,4700,19.05,0.127,29.63333,4,12.7,D,AISI 1018
238.549,239.787,0,DOWN,4700,19.05,0.127,29.63333,4,12.7,D,AISI 1018
243.115,244.715,0,UP,5200,19.05,0.127,23.28333,4,12.7,D,AISI 1018
247.168,248.747,0,DOWN,5200,19.05,0.127,23.28333,4,12.7,D,AISI 1018
251.925,253.376,0,UP,5200,19.05,0.127,25.4,4,12.7,D,AISI 1018
255.744,257.173,0,DOWN,5200,19.05,0.127,25.4,4,12.7,D,AISI 1018
260.288,261.632,0,UP,5200,19.05,0.127,27.51667,4,12.7,D,AISI 1018
263.104,265.216,0,DOWN,5200,19.05,0.127,27.51667,4,12.7,D,AISI 1018
268.245,269.504,0,UP,5200,19.05,0.127,29.63333,4,12.7,D,AISI 1018
