start,end,label,direction,N,ap,ae,F,Z,D,Tool,Workpiece
10.475,15.061,0,UP,3450,28.575,0.3175,12.7,5,12.7,E,AISI 4140
18.048,22.635,0,DOWN,3450,28.575,0.3175,12.7,5,12.7,E,AISI 4140
26.539,30.507,0,UP,3450,28.575,0.3175,14.81667,5,12.7,E,AISI 4140
33.216,37.163,0,DOWN,3450,28.575,0.3175,14.81667,5,12.7,E,AISI 4140
40.811,44.288,0,UP,3450,28.575,0.3175,16.93333,5,12.7,E,AISI 4140
46.805,50.24,0,DOWN,3450,28.575,0.3175,16.93333,5,12.7,E,AISI 4140
53.739,56.811,0,UP,3450,28.575,0.3175,19.05,5,12.7,E,AISI 4140
59.2,62.272,0,DOWN,3450,28.575,0.3175,19.05,5,12.7,E,AISI 4140
66.347,70.955,0,UP,3950,28.575,0.3175,12.7,5,12.7,E,AISI 4140
73.92,78.528,0,DOWN,3950,28.575,0.3175,12.7,5,12.7,E,AISI 4140
82.411,86.379,0,UP,3950,28.575,0.3175,14.81667,5,12.7,E,AISI 4140
89.088,93.035,0,DOWN,3950,28.575,0.3175,14.81667,5,12.7,E,AISI 4140
96.704,100.16,0,UP,3950,28.575,0.3175,16.93333,5,12.7,E,AISI 4140
102.677,106.133,0,DOWN,3950,28.575,0.3175,16.93333,5,12.7,E,AISI 4140
109.611,112.96,0,UP,3950,28.575,0.3175,19.05,5,12.7,E,AISI 4140
114.667,118.144,0,DOWN,3950,28.575,0.3175,19.05,5,12.7,E,AISI 4140
122.219,126.827,0,UP,4450,28.575,0.3175,12.7,5,12.7,E,AISI 4140
129.792,134.421,0,DOWN,4450,28.575,0.3175,12.7,5,12.7,E,AISI 4140
138.304,142.315,0,UP,4450,28.575,0.3175,14.81667,5,12.7,E,AISI 4140
144.96,148.907,0,DOWN,4450,28.575,0.3175,14.81667,5,12.7,E,AISI 4140
152.576,156.16,0,UP,4450,28.575,0.3175,16.93333,5,12.7,E,AISI 4140
158.421,162.048,0,DOWN,4450,28.575,0.3175,16.93333,5,12.7,E,AISI 4140
165.483,168.704,0,UP,4450,28.575,0.3175,19.05,5,12.7,E,AISI 4140
170.944,174.037,0,DOWN,4450,28.575,0.3175,19.05,5,12.7,E,AISI 4140
178.091,182.805,0,UP,4950,28.575,0.3175,12.7,5,12.7,E,AISI 4140
185.664,190.336,0,DOWN,4950,28.575,0.3175,12.7,5,12.7,E,AISI 4140
194.176,198.4,0,UP,4950,28.575,0.3175,14.81667,5,12.7,E,AISI 4140
200.725,204.843,0,DOWN,4950,28.575,0.3175,14.81667,5,12.7,E,AISI 4140
208.448,212.16,0,UP,4950,28.575,0.3175,16.93333,5,12.7,E,AISI 4140
214.421,217.984,0,DOWN,4950,28.575,0.3175,16.93333,5,12.7,E,AISI 4140
221.376,224.597,0,UP,4950,28.575,0.3175,19.05,5,12.7,E,AISI 4140
226.795,229.931,0,DOWN,4950,28.575,0.3175,19.05,5,12.7,E,AISI 4140
234.432,239.04,0,UP,3450,28.575,0.0635,12.7,5,12.7,E,AISI 4140
241.963,246.528,0,DOWN,3450,28.575,0.0635,12.7,5,12.7,E,AISI 4140
250.432,254.336,0,UP,3450,28.575,0.0635,14.81667,5,12.7,E,AISI 4140
257.067,260.928,0,DOWN,3450,28.575,0.0635,14.81667,5,12.7,E,AISI 4140
264.619,268.032,0,UP,3450,28.575,0.0635,16.93333,5,12.7,E,AISI 4140
270.571,273.984,0,DOWN,3450,28.575,0.0635,16.93333,5,12.7,E,AISI 4140
277.483,280.533,0,UP,3450,28.575,0.0635,19.05,5,12.7,E,AISI 4140
282.901,285.909,0,DOWN,3450,28.575,0.0635,19.05,5,12.7,E,AISI 4140
290.048,294.571,0,UP,3950,28.575,0.0635,12.7,5,12.7,E,AISI 4140
297.6,302.123,0,DOWN,3950,28.575,0.0635,12.7,5,12.7,E,AISI 4140
306.048,309.952,0,UP,3950,28.575,0.0635,14.81667,5,12.7,E,AISI 4140
312.683,316.565,0,DOWN,3950,28.575,0.0635,14.81667,5,12.7,E,AISI 4140
320.235,323.669,0,UP,3950,28.575,0.0635,16.93333,5,12.7,E,AISI 4140
326.208,329.579,0,DOWN,3950,28.575,0.0635,16.93333,5,12.7,E,AISI 4140
333.099,336.171,0,UP,3950,28.575,0.0635,19.05,5,12.7,E,AISI 4140
338.432,341.547,0,DOWN,3950,28.575,0.0635,19.05,5,12.7,E,AISI 4140
345.664,350.229,0,UP,4450,28.575,0.0635,12.7,5,12.7,E,AISI 4140
353.216,357.76,0,DOWN,4450,28.575,0.0635,12.7,5,12.7,E,AISI 4140
361.664,365.568,0,UP,4450,28.575,0.0635,14.81667,5,12.7,E,AISI 4140
368.299,372.203,0,DOWN,4450,28.575,0.0635,14.81667,5,12.7,E,AISI 4140
375.872,379.307,0,UP,4450,28.575,0.0635,16.93333,5,12.7,E,AISI 4140
381.803,385.216,0,DOWN,4450,28.575,0.0635,16.93333,5,12.7,E,AISI 4140
388.715,391.808,0,UP,4450,28.575,0.0635,19.05,5,12.7,E,AISI 4140
394.133,397.163,0,DOWN,4450,28.575,0.0635,19.05,5,12.7,E,AISI 4140
401.28,405.888,0,UP,4950,28.575,0.0635,12.7,5,12.7,E,AISI 4140
408.832,413.376,0,DOWN,4950,28.575,0.0635,12.7,5,12.7,E,AISI 4140
417.28,421.184,0,UP,4950,28.575,0.0635,14.81667,5,12.7,E,AISI 4140
423.915,427.819,0,DOWN,4950,28.575,0.0635,14.81667,5,12.7,E,AISI 4140
431.488,434.901,0,UP,4950,28.575,0.0635,16.93333,5,12.7,E,AISI 4140
437.44,440.853,0,DOWN,4950,28.575,0.0635,16.93333,5,12.7,E,AISI 4140
444.331,447.381,0,UP,4950,28.575,0.0635,19.05,5,12.7,E,AISI 4140
449.749,452.8,0,DOWN,4950,28.575,0.0635,19.05,5,12.7,E,AISI 4140
