start,end,label,direction,N,ap,ae,F,Z,D,Tool,Workpiece
8.832,10.709,0,UP,3500,38.1,0.3175,19.05,5,12.7,E,AISI 1018
13.141,15.019,0,DOWN,3500,38.1,0.3175,19.05,5,12.7,E,AISI 1018
18.411,20.139,0,UP,3500,38.1,0.3175,21.16667,5,12.7,E,AISI 1018
22.4,24.107,0,DOWN,3500,38.1,0.3175,21.16667,5,12.7,E,AISI 1018
27.392,28.949,0,UP,3500,38.1,0.3175,23.28333,5,12.7,E,AISI 1018
31.125,32.661,0,DOWN,3500,38.1,0.3175,23.28333,5,12.7,E,AISI 1018
35.861,37.312,0,UP,3500,38.1,0.3175,25.4,5,12.7,E,AISI 1018
39.381,40.811,0,DOWN,3500,38.1,0.3175,25.4,5,12.7,E,AISI 1018
44.459,46.357,0,UP,4000,38.1,0.3175,19.05,5,12.7,E,AISI 1018
48.768,50.645,0,DOWN,4000,38.1,0.3175,19.05,5,12.7,E,AISI 1018
54.037,55.744,0,UP,4000,38.1,0.3175,21.16667,5,12.7,E,AISI 1018
58.027,59.733,0,DOWN,4000,38.1,0.3175,21.16667,5,12.7,E,AISI 1018
62.997,64.555,0,UP,4000,38.1,0.3175,23.28333,5,12.7,E,AISI 1018
66.731,68.288,0,DOWN,4000,38.1,0.3175,23.28333,5,12.7,E,AISI 1018
71.467,72.917,0,UP,4000,38.1,0.3175,25.4,5,12.7,E,AISI 1018
75.008,76.416,0,DOWN,4000,38.1,0.3175,25.4,5,12.7,E,AISI 1018
80.085,81.984,0,UP,4500,38.1,0.3175,19.05,5,12.7,E,AISI 1018
84.373,86.251,0,DOWN,4500,38.1,0.3175,19.05,5,12.7,E,AISI 1018
89.664,91.392,0,UP,4500,38.1,0.3175,21.16667,5,12.7,E,AISI 1018
93.653,95.339,0,DOWN,4500,38.1,0.3175,21.16667,5,12.7,E,AISI 1018
98.624,100.224,0,UP,4500,38.1,0.3175,23.28333,5,12.7,E,AISI 1018
102.357,103.915,0,DOWN,4500,38.1,0.3175,23.28333,5,12.7,E,AISI 1018
107.093,108.523,0,UP,4500,38.1,0.3175,25.4,5,12.7,E,AISI 1018
110.613,112.043,0,DOWN,4500,38.1,0.3175,25.4,5,12.7,E,AISI 1018
115.712,117.653,0,UP,5000,38.1,0.3175,19.05,5,12.7,E,AISI 1018
120,121.877,0,DOWN,5000,38.1,0.3175,19.05,5,12.7,E,AISI 1018
125.291,126.976,0,UP,5000,38.1,0.3175,21.16667,5,12.7,E,AISI 1018
129.259,130.965,0,DOWN,5000,38.1,0.3175,21.16667,5,12.7,E,AISI 1018
134.251,135.851,0,UP,5000,38.1,0.3175,23.28333,5,12.7,E,AISI 1018
137.984,139.541,0,DOWN,5000,38.1,0.3175,23.28333,5,12.7,E,AISI 1018
142.72,144.277,0,UP,5000,38.1,0.3175,25.4,5,12.7,E,AISI 1018
146.219,147.669,0,DOWN,5000,38.1,0.3175,25.4,5,12.7,E,AISI 1018
151.765,153.643,0,UP,3500,38.1,0.0635,19.05,5,12.7,E,AISI 1018
156.011,157.867,0,DOWN,3500,38.1,0.0635,19.05,5,12.7,E,AISI 1018
161.28,162.944,0,UP,3500,38.1,0.0635,21.16667,5,12.7,E,AISI 1018
165.227,166.869,0,DOWN,3500,38.1,0.0635,21.16667,5,12.7,E,AISI 1018
170.176,171.691,0,UP,3500,38.1,0.0635,23.28333,5,12.7,E,AISI 1018
173.867,175.381,0,DOWN,3500,38.1,0.0635,23.28333,5,12.7,E,AISI 1018
178.56,179.968,0,UP,3500,38.1,0.0635,25.4,5,12.7,E,AISI 1018
182.059,183.445,0,DOWN,3500,38.1,0.0635,25.4,5,12.7,E,AISI 1018
187.136,188.992,0,UP,4000,38.1,0.0635,19.05,5,12.7,E,AISI 1018
191.381,193.216,0,DOWN,4000,38.1,0.0635,19.05,5,12.7,E,AISI 1018
196.629,198.336,0,UP,4000,38.1,0.0635,21.16667,5,12.7,E,AISI 1018
200.576,202.24,0,DOWN,4000,38.1,0.0635,21.16667,5,12.7,E,AISI 1018
205.525,207.04,0,UP,4000,38.1,0.0635,23.28333,5,12.7,E,AISI 1018
209.237,210.731,0,DOWN,4000,38.1,0.0635,23.28333,5,12.7,E,AISI 1018
213.931,215.339,0,UP,4000,38.1,0.0635,25.4,5,12.7,E,AISI 1018
217.429,218.795,0,DOWN,4000,38.1,0.0635,25.4,5,12.7,E,AISI 1018
222.485,224.341,0,UP,4500,38.1,0.0635,19.05,5,12.7,E,AISI 1018
226.752,228.565,0,DOWN,4500,38.1,0.0635,19.05,5,12.7,E,AISI 1018
232,233.643,0,UP,4500,38.1,0.0635,21.16667,5,12.7,E,AISI 1018
235.947,237.589,0,DOWN,4500,38.1,0.0635,21.16667,5,12.7,E,AISI 1018
240.896,242.411,0,UP,4500,38.1,0.0635,23.28333,5,12.7,E,AISI 1018
244.608,246.08,0,DOWN,4500,38.1,0.0635,23.28333,5,12.7,E,AISI 1018
249.301,250.688,0,UP,4500,38.1,0.0635,25.4,5,12.7,E,AISI 1018
252.8,254.165,0,DOWN,4500,38.1,0.0635,25.4,5,12.7,E,AISI 1018
257.856,259.691,0,UP,5000,38.1,0.0635,19.05,5,12.7,E,AISI 1018
262.123,263.957,0,DOWN,5000,38.1,0.0635,19.05,5,12.7,E,AISI 1018
267.371,269.013,0,UP,5000,38.1,0.0635,21.16667,5,12.7,E,AISI 1018
271.317,272.96,0,DOWN,5000,38.1,0.0635,21.16667,5,12.7,E,AISI 1018
276.267,277.781,0,UP,5000,38.1,0.0635,23.28333,5,12.7,E,AISI 1018
279.957,281.451,0,DOWN,5000,38.1,0.0635,23.28333,5,12.7,E,AISI 1018
284.672,286.059,0,UP,5000,38.1,0.0635,25.4,5,12.7,E,AISI 1018
288.149,289.515,0,DOWN,5000,38.1,0.0635,25.4,5,12.7,E,AISI 1018
