start,end,label,direction,N,ap,ae,F,Z,D,Tool,Workpiece
11.605,16.171,0,UP,3250,25.4,0.3175,12.7,5,12.7,E,AISI 4140
19.115,23.68,0,DOWN,3250,25.4,0.3175,12.7,5,12.7,E,AISI 4140
27.541,31.467,0,UP,3250,25.4,0.3175,14.81667,5,12.7,E,AISI 4140
34.133,38.037,0,DOWN,3250,25.4,0.3175,14.81667,5,12.7,E,AISI 4140
41.685,45.12,0,UP,3250,25.4,0.3175,16.93333,5,12.7,E,AISI 4140
47.595,51.029,0,DOWN,3250,25.4,0.3175,16.93333,5,12.7,E,AISI 4140
54.485,57.557,0,UP,3250,25.4,0.3175,19.05,5,12.7,E,AISI 4140
59.861,62.912,0,DOWN,3250,25.4,0.3175,19.05,5,12.7,E,AISI 4140
66.901,71.467,0,UP,3750,25.4,0.3175,12.7,5,12.7,E,AISI 4140
74.411,78.976,0,DOWN,3750,25.4,0.3175,12.7,5,12.7,E,AISI 4140
82.837,86.763,0,UP,3750,25.4,0.3175,14.81667,5,12.7,E,AISI 4140
89.429,93.355,0,DOWN,3750,25.4,0.3175,14.81667,5,12.7,E,AISI 4140
96.981,100.416,0,UP,3750,25.4,0.3175,16.93333,5,12.7,E,AISI 4140
102.891,106.325,0,DOWN,3750,25.4,0.3175,16.93333,5,12.7,E,AISI 4140
109.781,112.853,0,UP,3750,25.4,0.3175,19.05,5,12.7,E,AISI 4140
115.179,118.208,0,DOWN,3750,25.4,0.3175,19.05,5,12.7,E,AISI 4140
122.197,126.784,0,UP,4250,25.4,0.3175,12.7,5,12.7,E,AISI 4140
129.707,134.272,0,DOWN,4250,25.4,0.3175,12.7,5,12.7,E,AISI 4140
138.133,142.08,0,UP,4250,25.4,0.3175,14.81667,5,12.7,E,AISI 4140
144.725,148.651,0,DOWN,4250,25.4,0.3175,14.81667,5,12.7,E,AISI 4140
152.277,155.733,0,UP,4250,25.4,0.3175,16.93333,5,12.7,E,AISI 4140
158.208,161.643,0,DOWN,4250,25.4,0.3175,16.93333,5,12.7,E,AISI 4140
165.099,168.149,0,UP,4250,25.4,0.3175,19.05,5,12.7,E,AISI 4140
170.475,173.525,0,DOWN,4250,25.4,0.3175,19.05,5,12.7,E,AISI 4140
177.451,182.037,0,UP,4750,25.4,0.3175,12.7,5,12.7,E,AISI 4140
184.96,189.525,0,DOWN,4750,25.4,0.3175,12.7,5,12.7,E,AISI 4140
193.387,197.312,0,UP,4750,25.4,0.3175,14.81667,5,12.7,E,AISI 4140
199.979,203.904,0,DOWN,4750,25.4,0.3175,14.81667,5,12.7,E,AISI 4140
207.531,210.987,0,UP,4750,25.4,0.3175,16.93333,5,12.7,E,AISI 4140
213.355,216.875,0,DOWN,4750,25.4,0.3175,16.93333,5,12.7,E,AISI 4140
220.331,223.403,0,UP,4750,25.4,0.3175,19.05,5,12.7,E,AISI 4140
225.728,228.779,0,DOWN,4750,25.4,0.3175,19.05,5,12.7,E,AISI 4140
233.216,237.76,0,UP,3250,25.4,0.0635,12.7,5,12.7,E,AISI 4140
240.704,245.184,0,DOWN,3250,25.4,0.0635,12.7,5,12.7,E,AISI 4140
249.109,252.971,0,UP,3250,25.4,0.0635,14.81667,5,12.7,E,AISI 4140
