start,end,label,direction,N,ap,ae,F,Z,D,Tool,Workpiece
12.779,13.931,1,UP,8250,38.1,0.635,23.28333,5,12.7,E*,AISI 1018
15.808,16.939,2,DOWN,8250,38.1,0.635,23.28333,5,12.7,E*,AISI 1018
19.776,20.757,1,UP,8250,38.1,0.635,27.51667,5,12.7,E*,AISI 1018
22.507,23.488,2,DOWN,8250,38.1,0.635,27.51667,5,12.7,E*,AISI 1018
26.219,27.093,1,UP,8250,38.1,0.635,31.75,5,12.7,E*,AISI 1018
28.757,29.589,2,DOWN,8250,38.1,0.635,31.75,5,12.7,E*,AISI 1018
32.256,32.96,1,UP,8250,38.1,0.635,38.1,5,12.7,E*,AISI 1018
34.581,35.285,2,DOWN,8250,38.1,0.635,38.1,5,12.7,E*,AISI 1018
38.229,39.403,1,UP,8750,38.1,0.635,23.28333,5,12.7,E*,AISI 1018
41.259,42.411,2,DOWN,8750,38.1,0.635,23.28333,5,12.7,E*,AISI 1018
45.227,46.208,1,UP,8750,38.1,0.635,27.51667,5,12.7,E*,AISI 1018
47.957,48.939,2,DOWN,8750,38.1,0.635,27.51667,5,12.7,E*,AISI 1018
51.669,52.523,1,UP,8750,38.1,0.635,31.75,5,12.7,E*,AISI 1018
54.208,55.061,2,DOWN,8750,38.1,0.635,31.75,5,12.7,E*,AISI 1018
57.707,58.411,1,UP,8750,38.1,0.635,38.1,5,12.7,E*,AISI 1018
60.032,60.736,2,DOWN,8750,38.1,0.635,38.1,5,12.7,E*,AISI 1018
63.68,64.832,1,UP,9250,38.1,0.635,23.28333,5,12.7,E*,AISI 1018
66.709,67.84,2,DOWN,9250,38.1,0.635,23.28333,5,12.7,E*,AISI 1018
70.677,71.637,1,UP,9250,38.1,0.635,27.51667,5,12.7,E*,AISI 1018
73.408,74.389,2,DOWN,9250,38.1,0.635,27.51667,5,12.7,E*,AISI 1018
77.12,77.952,1,UP,9250,38.1,0.635,31.75,5,12.7,E*,AISI 1018
79.659,80.491,2,DOWN,9250,38.1,0.635,31.75,5,12.7,E*,AISI 1018
83.157,83.84,1,UP,9250,38.1,0.635,38.1,5,12.7,E*,AISI 1018
85.483,86.187,2,DOWN,9250,38.1,0.635,38.1,5,12.7,E*,AISI 1018
89.131,90.304,1,UP,9750,38.1,0.635,23.28333,5,12.7,E*,AISI 1018
92.16,93.312,2,DOWN,9750,38.1,0.635,23.28333,5,12.7,E*,AISI 1018
96.128,97.109,1,UP,9750,38.1,0.635,27.51667,5,12.7,E*,AISI 1018
98.859,99.84,2,DOWN,9750,38.1,0.635,27.51667,5,12.7,E*,AISI 1018
102.571,103.424,1,UP,9750,38.1,0.635,31.75,5,12.7,E*,AISI 1018
105.109,105.941,2,DOWN,9750,38.1,0.635,31.75,5,12.7,E*,AISI 1018
108.608,109.312,1,UP,9750,38.1,0.635,38.1,5,12.7,E*,AISI 1018
110.933,111.637,2,DOWN,9750,38.1,0.635,38.1,5,12.7,E*,AISI 1018
115.264,116.373,2,UP,8250,38.1,0.127,23.28333,5,12.7,E*,AISI 1018
118.251,119.36,2,DOWN,8250,38.1,0.127,23.28333,5,12.7,E*,AISI 1018
122.197,123.136,2,UP,8250,38.1,0.127,27.51667,5,12.7,E*,AISI 1018
124.907,125.824,2,DOWN,8250,38.1,0.127,27.51667,5,12.7,E*,AISI 1018
128.555,129.387,2,UP,8250,38.1,0.127,31.75,5,12.7,E*,AISI 1018
131.072,131.883,2,DOWN,8250,38.1,0.127,31.75,5,12.7,E*,AISI 1018
134.528,135.232,2,UP,8250,38.1,0.127,38.1,5,12.7,E*,AISI 1018
136.811,137.493,2,DOWN,8250,38.1,0.127,38.1,5,12.7,E*,AISI 1018
140.459,141.589,2,UP,8750,38.1,0.127,23.28333,5,12.7,E*,AISI 1018
143.445,144.555,2,DOWN,8750,38.1,0.127,23.28333,5,12.7,E*,AISI 1018
147.371,148.331,2,UP,8750,38.1,0.127,27.51667,5,12.7,E*,AISI 1018
150.101,151.019,2,DOWN,8750,38.1,0.127,27.51667,5,12.7,E*,AISI 1018
153.749,154.581,2,UP,8750,38.1,0.127,31.75,5,12.7,E*,AISI 1018
156.267,157.077,2,DOWN,8750,38.1,0.127,31.75,5,12.7,E*,AISI 1018
159.723,160.427,2,UP,8750,38.1,0.127,38.1,5,12.7,E*,AISI 1018
162.005,162.688,2,DOWN,8750,38.1,0.127,38.1,5,12.7,E*,AISI 1018
165.653,166.763,2,UP,9250,38.1,0.127,23.28333,5,12.7,E*,AISI 1018
168.64,169.749,2,DOWN,9250,38.1,0.127,23.28333,5,12.7,E*,AISI 1018
172.565,173.504,2,UP,9250,38.1,0.127,27.51667,5,12.7,E*,AISI 1018
175.275,176.213,2,DOWN,9250,38.1,0.127,27.51667,5,12.7,E*,AISI 1018
178.944,179.776,2,UP,9250,38.1,0.127,31.75,5,12.7,E*,AISI 1018
181.44,182.272,2,DOWN,9250,38.1,0.127,31.75,5,12.7,E*,AISI 1018
184.917,185.6,2,UP,9250,38.1,0.127,38.1,5,12.7,E*,AISI 1018
187.2,187.883,2,DOWN,9250,38.1,0.127,38.1,5,12.7,E*,AISI 1018
190.848,191.957,2,UP,9750,38.1,0.127,23.28333,5,12.7,E*,AISI 1018
193.835,194.944,2,DOWN,9750,38.1,0.127,23.28333,5,12.7,E*,AISI 1018
197.76,198.72,2,UP,9750,38.1,0.127,27.51667,5,12.7,E*,AISI 1018
200.469,201.408,2,DOWN,9750,38.1,0.127,27.51667,5,12.7,E*,AISI 1018
204.139,204.971,2,UP,9750,38.1,0.127,31.75,5,12.7,E*,AISI 1018
206.635,207.467,2,DOWN,9750,38.1,0.127,31.75,5,12.7,E*,AISI 1018
210.112,210.795,2,UP,9750,38.1,0.127,38.1,5,12.7,E*,AISI 1018
212.395,213.077,2,DOWN,9750,38.1,0.127,38.1,5,12.7,E*,AISI 1018
