start,end,label,direction,N,ap,ae,F,Z,D,Tool,Workpiece
0,0.747,0,UP,3700,19.05,1.27,29.63333,4,12.7,D,AISI 1018
4.181,5.717,0,DOWN,4200,19.05,1.27,23.28333,4,12.7,D,AISI 1018
8.363,9.899,0,UP,4200,19.05,1.27,23.28333,4,12.7,D,AISI 1018
13.099,14.507,0,DOWN,4200,19.05,1.27,25.4,4,12.7,D,AISI 1018
17.024,18.453,0,UP,4200,19.05,1.27,25.4,4,12.7,D,AISI 1018
21.568,22.869,0,DOWN,4200,19.05,1.27,27.51667,4,12.7,D,AISI 1018
25.28,26.603,0,UP,4200,19.05,1.27,27.51667,4,12.7,D,AISI 1018
29.632,30.869,0,DOWN,4200,19.05,1.27,29.63333,4,12.7,D,AISI 1018
33.173,34.432,0,UP,4200,19.05,1.27,29.63333,4,12.7,D,AISI 1018
37.76,39.339,0,DOWN,4700,19.05,1.27,23.28333,4,12.7,D,AISI 1018
41.963,43.52,1,UP,4700,19.05,1.27,23.28333,4,12.7,D,AISI 1018
46.699,48.128,0,DOWN,4700,19.05,1.27,25.4,4,12.7,D,AISI 1018
50.624,52.053,1,UP,4700,19.05,1.27,25.4,4,12.7,D,AISI 1018
55.147,56.491,0,DOWN,4700,19.05,1.27,27.51667,4,12.7,D,AISI 1018
