start,end,label,direction,N,ap,ae,F,Z,D,Tool,Workpiece
15.957,18.944,2,UP,9500,0.508,26.67,42.33333,3,50.8,B*,AA 6061
22.507,26.624,2,DOWN,9500,0.508,26.67,42.33333,3,50.8,B*,AA 6061
31.915,35.712,2,UP,10500,0.508,26.67,42.33333,3,50.8,B*,AA 6061
38.507,42.411,2,DOWN,10500,0.508,26.67,42.33333,3,50.8,B*,AA 6061
49.771,53.461,2,UP,11500,0.508,26.67,42.33333,3,50.8,B*,AA 6061
56.512,59.328,2,DOWN,11500,0.508,26.67,42.33333,3,50.8,B*,AA 6061
66.581,68.864,2,UP,10000,0.254,13.335,52.91667,3,50.8,B*,AA 6061
71.488,74.304,2,DOWN,10000,0.254,13.335,52.91667,3,50.8,B*,AA 6061
77.419,79.68,2,UP,10000,0.254,13.335,52.91667,3,50.8,B*,AA 6061
82.88,85.056,2,DOWN,10000,0.254,13.335,52.91667,3,50.8,B*,AA 6061
91.435,95.275,2,UP,11000,0.254,13.335,52.91667,3,50.8,B*,AA 6061
96.768,100.629,2,DOWN,11000,0.254,13.335,52.91667,3,50.8,B*,AA 6061
102.933,106.283,2,UP,11000,0.254,13.335,52.91667,3,50.8,B*,AA 6061
107.691,111.467,2,DOWN,11000,0.254,13.335,52.91667,3,50.8,B*,AA 6061
117.504,120.128,2,UP,12000,0.254,13.335,52.91667,3,50.8,B*,AA 6061
123.349,125.653,2,DOWN,12000,0.254,13.335,52.91667,3,50.8,B*,AA 6061
128.768,131.008,2,UP,12000,0.254,13.335,52.91667,3,50.8,B*,AA 6061
134.229,136.619,2,DOWN,12000,0.254,13.335,52.91667,3,50.8,B*,AA 6061
