start,end,label,direction,N,ap,ae,F,Z,D,Tool,Workpiece
10.219,13.099,0,UP,8500,0.508,26.67,42.33333,3,50.8,B,AA 6061
16.896,19.669,0,DOWN,8500,0.508,26.67,42.33333,3,50.8,B,AA 6061
25.536,27.499,0,UP,8500,0.508,26.67,63.5,3,50.8,B,AA 6061
30.421,32.277,0,DOWN,8500,0.508,26.67,63.5,3,50.8,B,AA 6061
37.333,38.805,0,UP,8500,0.508,26.67,84.66667,3,50.8,B,AA 6061
41.323,42.709,0,DOWN,8500,0.508,26.67,84.66667,3,50.8,B,AA 6061
47.381,48.576,0,UP,8500,0.508,26.67,105.83333,3,50.8,B,AA 6061
50.837,51.968,0,DOWN,8500,0.508,26.67,105.83333,3,50.8,B,AA 6061
57.131,60.011,0,UP,9500,0.508,26.67,42.33333,3,50.8,B,AA 6061
63.808,66.56,0,DOWN,9500,0.508,26.67,42.33333,3,50.8,B,AA 6061
72.448,74.411,0,UP,9500,0.508,26.67,63.5,3,50.8,B,AA 6061
77.333,79.168,0,DOWN,9500,0.508,26.67,63.5,3,50.8,B,AA 6061
84.245,85.717,0,UP,9500,0.508,26.67,84.66667,3,50.8,B,AA 6061
88.235,89.621,0,DOWN,9500,0.508,26.67,84.66667,3,50.8,B,AA 6061
94.293,95.488,0,UP,9500,0.508,26.67,105.83333,3,50.8,B,AA 6061
97.749,98.88,0,DOWN,9500,0.508,26.67,105.83333,3,50.8,B,AA 6061
104,106.965,0,UP,10500,0.508,26.67,42.33333,3,50.8,B,AA 6061
110.699,113.515,0,DOWN,10500,0.508,26.67,42.33333,3,50.8,B,AA 6061
119.339,121.344,0,UP,10500,0.508,26.67,63.5,3,50.8,B,AA 6061
124.224,126.101,0,DOWN,10500,0.508,26.67,63.5,3,50.8,B,AA 6061
131.136,132.651,0,UP,10500,0.508,26.67,84.66667,3,50.8,B,AA 6061
135.125,136.555,0,DOWN,10500,0.508,26.67,84.66667,3,50.8,B,AA 6061
141.184,142.4,0,UP,10500,0.508,26.67,105.83333,3,50.8,B,AA 6061
144.64,145.771,0,DOWN,10500,0.508,26.67,105.83333,3,50.8,B,AA 6061
150.059,153.877,0,UP,11500,0.508,26.67,42.33333,3,50.8,B,AA 6061
157.589,160.427,0,DOWN,11500,0.508,26.67,42.33333,3,50.8,B,AA 6061
165.888,168.213,0,UP,11500,0.508,26.67,63.5,3,50.8,B,AA 6061
171.115,173.013,0,DOWN,11500,0.508,26.67,63.5,3,50.8,B,AA 6061
178.027,179.52,0,UP,11500,0.508,26.67,84.66667,3,50.8,B,AA 6061
182.016,183.445,0,DOWN,11500,0.508,26.67,84.66667,3,50.8,B,AA 6061
188.075,189.269,0,UP,11500,0.508,26.67,105.83333,3,50.8,B,AA 6061
191.531,192.683,0,DOWN,11500,0.508,26.67,105.83333,3,50.8,B,AA 6061
200.399,203.564,0,UP,8500,0.1016,26.67,42.33333,3,50.8,B,AA 6061
207.018,209.953,0,DOWN,8500,0.1016,26.67,42.33333,3,50.8,B,AA 6061
215.808,217.665,0,UP,8500,0.1016,26.67,63.5,3,50.8,B,AA 6061
220.672,222.384,0,DOWN,8500,0.1016,26.67,63.5,3,50.8,B,AA 6061
227.563,228.821,0,UP,8500,0.1016,26.67,84.66667,3,50.8,B,AA 6061
231.531,232.811,0,DOWN,8500,0.1016,26.67,84.66667,3,50.8,B,AA 6061
237.568,238.592,0,UP,8500,0.1016,26.67,105.83333,3,50.8,B,AA 6061
241.024,242.048,0,DOWN,8500,0.1016,26.67,105.83333,3,50.8,B,AA 6061
247.296,250.182,0,UP,9500,0.1016,26.67,42.33333,3,50.8,B,AA 6061
253.44,256.628,0,DOWN,9500,0.1016,26.67,42.33333,3,50.8,B,AA 6061
262.592,264.405,0,UP,9500,0.1016,26.67,63.5,3,50.8,B,AA 6061
267.456,269.568,0,DOWN,9500,0.1016,26.67,63.5,3,50.8,B,AA 6061
274.347,275.733,0,UP,9500,0.1016,26.67,84.66667,3,50.8,B,AA 6061
278.336,279.659,0,DOWN,9500,0.1016,26.67,84.66667,3,50.8,B,AA 6061
284.373,285.483,0,UP,9500,0.1016,26.67,105.83333,3,50.8,B,AA 6061
287.808,288.896,0,DOWN,9500,0.1016,26.67,105.83333,3,50.8,B,AA 6061
294.08,296.832,0,UP,10500,0.1016,26.67,42.33333,3,50.8,B,AA 6061
300.779,303.821,0,DOWN,10500,0.1016,26.67,42.33333,3,50.8,B,AA 6061
309.376,311.317,0,UP,10500,0.1016,26.67,63.5,3,50.8,B,AA 6061
313.856,316.032,0,DOWN,10500,0.1016,26.67,63.5,3,50.8,B,AA 6061
321.131,322.56,0,UP,10500,0.1016,26.67,84.66667,3,50.8,B,AA 6061
325.12,326.485,0,DOWN,10500,0.1016,26.67,84.66667,3,50.8,B,AA 6061
331.157,332.309,0,UP,10500,0.1016,26.67,105.83333,3,50.8,B,AA 6061
334.613,335.723,0,DOWN,10500,0.1016,26.67,105.83333,3,50.8,B,AA 6061
339.328,343.531,0,UP,11500,0.1016,26.67,42.33333,3,50.8,B,AA 6061
347.563,350.4,0,DOWN,11500,0.1016,26.67,42.33333,3,50.8,B,AA 6061
356.079,358.151,0,UP,11500,0.1016,26.67,63.5,3,50.8,B,AA 6061
