start,end,label,direction,N,ap,ae,F,Z,D,Tool,Workpiece
8.363,9.984,0,UP,3700,19.05,1.27,23.28333,4,12.7,D,AISI 1018
12.565,14.165,0,DOWN,3700,19.05,1.27,23.28333,4,12.7,D,AISI 1018
17.365,18.859,0,UP,3700,19.05,1.27,25.4,4,12.7,D,AISI 1018
21.333,22.805,0,DOWN,3700,19.05,1.27,25.4,4,12.7,D,AISI 1018
25.92,27.307,0,UP,3700,19.05,1.27,27.51667,4,12.7,D,AISI 1018
29.696,31.04,0,DOWN,3700,19.05,1.27,27.51667,4,12.7,D,AISI 1018
34.112,35.392,0,UP,3700,19.05,1.27,29.63333,4,12.7,D,AISI 1018
37.696,38.955,0,DOWN,3700,19.05,1.27,29.63333,4,12.7,D,AISI 1018
42.432,44.053,0,UP,4200,19.05,1.27,23.28333,4,12.7,D,AISI 1018
46.656,48.256,0,DOWN,4200,19.05,1.27,23.28333,4,12.7,D,AISI 1018
51.456,52.928,0,UP,4200,19.05,1.27,25.4,4,12.7,D,AISI 1018
55.424,56.896,0,DOWN,4200,19.05,1.27,25.4,4,12.7,D,AISI 1018
60.011,61.376,0,UP,4200,19.05,1.27,27.51667,4,12.7,D,AISI 1018
63.765,65.131,0,DOWN,4200,19.05,1.27,27.51667,4,12.7,D,AISI 1018
68.181,69.483,0,UP,4200,19.05,1.27,29.63333,4,12.7,D,AISI 1018
71.765,73.045,0,DOWN,4200,19.05,1.27,29.63333,4,12.7,D,AISI 1018
76.501,78.123,0,UP,4700,19.05,1.27,23.28333,4,12.7,D,AISI 1018
80.725,82.347,0,DOWN,4700,19.05,1.27,23.28333,4,12.7,D,AISI 1018
85.525,87.019,0,UP,4700,19.05,1.27,25.4,4,12.7,D,AISI 1018
89.493,90.965,0,DOWN,4700,19.05,1.27,25.4,4,12.7,D,AISI 1018
94.08,95.467,0,UP,4700,19.05,1.27,27.51667,4,12.7,D,AISI 1018
97.835,99.243,0,DOWN,4700,19.05,1.27,27.51667,4,12.7,D,AISI 1018
102.251,103.552,0,UP,4700,19.05,1.27,29.63333,4,12.7,D,AISI 1018
105.835,107.136,0,DOWN,4700,19.05,1.27,29.63333,4,12.7,D,AISI 1018
110.592,112.213,0,UP,5200,19.05,1.27,23.28333,4,12.7,D,AISI 1018
114.795,116.416,0,DOWN,5200,19.05,1.27,23.28333,4,12.7,D,AISI 1018
119.595,121.088,0,UP,5200,19.05,1.27,25.4,4,12.7,D,AISI 1018
123.563,125.035,0,DOWN,5200,19.05,1.27,25.4,4,12.7,D,AISI 1018
128.149,129.536,0,UP,5200,19.05,1.27,27.51667,4,12.7,D,AISI 1018
131.925,133.291,0,DOWN,5200,19.05,1.27,27.51667,4,12.7,D,AISI 1018
136.341,137.6,0,UP,5200,19.05,1.27,29.63333,4,12.7,D,AISI 1018
139.925,141.184,0,DOWN,5200,19.05,1.27,29.63333,4,12.7,D,AISI 1018
145.109,146.645,0,UP,3700,19.05,0.254,23.28333,4,12.7,D,AISI 1018
149.269,150.784,0,DOWN,3700,19.05,0.254,23.28333,4,12.7,D,AISI 1018
154.005,155.392,0,UP,3700,19.05,0.254,25.4,4,12.7,D,AISI 1018
