start,end,label,direction,N,ap,ae,F,Z,D,Tool,Workpiece
7.488,11.477,0,UP,3100,4.7625,1.27,14.81667,4,12.7,D,AISI 4140
14.123,18.112,0,DOWN,3100,4.7625,1.27,14.81667,4,12.7,D,AISI 4140
21.803,25.301,0,UP,3100,4.7625,1.27,16.93333,4,12.7,D,AISI 4140
27.776,31.253,0,DOWN,3100,4.7625,1.27,16.93333,4,12.7,D,AISI 4140
34.773,37.888,0,UP,3100,4.7625,1.27,19.05,4,12.7,D,AISI 4140
40.213,43.328,0,DOWN,3100,4.7625,1.27,19.05,4,12.7,D,AISI 4140
46.699,49.515,0,UP,3100,4.7625,1.27,21.16667,4,12.7,D,AISI 4140
51.733,54.528,0,DOWN,3100,4.7625,1.27,21.16667,4,12.7,D,AISI 4140
58.389,62.4,0,UP,3600,4.7625,1.27,14.81667,4,12.7,D,AISI 4140
65.045,69.035,0,DOWN,3600,4.7625,1.27,14.81667,4,12.7,D,AISI 4140
72.725,76.224,0,UP,3600,4.7625,1.27,16.93333,4,12.7,D,AISI 4140
78.699,82.197,0,DOWN,3600,4.7625,1.27,16.93333,4,12.7,D,AISI 4140
85.717,88.832,0,UP,3600,4.7625,1.27,19.05,4,12.7,D,AISI 4140
91.157,94.272,0,DOWN,3600,4.7625,1.27,19.05,4,12.7,D,AISI 4140
97.643,100.437,0,UP,3600,4.7625,1.27,21.16667,4,12.7,D,AISI 4140
102.656,105.472,0,DOWN,3600,4.7625,1.27,21.16667,4,12.7,D,AISI 4140
109.333,113.344,0,UP,4100,4.7625,1.27,14.81667,4,12.7,D,AISI 4140
115.989,119.979,0,DOWN,4100,4.7625,1.27,14.81667,4,12.7,D,AISI 4140
123.648,127.168,0,UP,4100,4.7625,1.27,16.93333,4,12.7,D,AISI 4140
129.643,133.12,0,DOWN,4100,4.7625,1.27,16.93333,4,12.7,D,AISI 4140
136.64,139.755,0,UP,4100,4.7625,1.27,19.05,4,12.7,D,AISI 4140
142.08,145.195,0,DOWN,4100,4.7625,1.27,19.05,4,12.7,D,AISI 4140
148.565,151.381,0,UP,4100,4.7625,1.27,21.16667,4,12.7,D,AISI 4140
153.6,156.395,0,DOWN,4100,4.7625,1.27,21.16667,4,12.7,D,AISI 4140
160.256,164.256,0,UP,4600,4.7625,1.27,14.81667,4,12.7,D,AISI 4140
166.912,170.944,0,DOWN,4600,4.7625,1.27,14.81667,4,12.7,D,AISI 4140
174.592,178.112,0,UP,4600,4.7625,1.27,16.93333,4,12.7,D,AISI 4140
180.565,184.085,0,DOWN,4600,4.7625,1.27,16.93333,4,12.7,D,AISI 4140
187.563,190.667,0,UP,4600,4.7625,1.27,19.05,4,12.7,D,AISI 4140
