start,end,label,direction,N,ap,ae,F,Z,D,Tool,Workpiece
14.656,21.035,1,UP,8800,9.525,0.1905,16.93333,2,6.35,A,AA 6061
22.891,29.227,1,DOWN,8800,9.525,0.1905,16.93333,2,6.35,A,AA 6061
32.043,37.824,1,UP,8800,9.525,0.1905,18.62667,2,6.35,A,AA 6061
39.616,45.376,1,DOWN,8800,9.525,0.1905,18.62667,2,6.35,A,AA 6061
48.149,53.461,1,UP,8800,9.525,0.1905,20.32,2,6.35,A,AA 6061
55.189,60.48,1,DOWN,8800,9.525,0.1905,20.32,2,6.35,A,AA 6061
63.211,68.117,1,UP,8800,9.525,0.1905,22.01333,2,6.35,A,AA 6061
69.803,74.667,1,DOWN,8800,9.525,0.1905,22.01333,2,6.35,A,AA 6061
78.421,84.779,1,UP,9800,9.525,0.1905,16.93333,2,6.35,A,AA 6061
86.635,92.992,1,DOWN,9800,9.525,0.1905,16.93333,2,6.35,A,AA 6061
95.808,101.589,1,UP,9800,9.525,0.1905,18.62667,2,6.35,A,AA 6061
103.381,109.141,1,DOWN,9800,9.525,0.1905,18.62667,2,6.35,A,AA 6061
111.915,117.248,1,UP,9800,9.525,0.1905,20.32,2,6.35,A,AA 6061
118.955,124.245,1,DOWN,9800,9.525,0.1905,20.32,2,6.35,A,AA 6061
126.955,131.861,1,UP,9800,9.525,0.1905,22.01333,2,6.35,A,AA 6061
133.547,138.432,1,DOWN,9800,9.525,0.1905,22.01333,2,6.35,A,AA 6061
142.379,148.779,1,UP,10800,9.525,0.1905,16.93333,2,6.35,A,AA 6061
150.613,156.949,0,DOWN,10800,9.525,0.1905,16.93333,2,6.35,A,AA 6061
159.765,165.589,1,UP,10800,9.525,0.1905,18.62667,2,6.35,A,AA 6061
167.339,173.12,0,DOWN,10800,9.525,0.1905,18.62667,2,6.35,A,AA 6061
175.872,181.248,1,UP,10800,9.525,0.1905,20.32,2,6.35,A,AA 6061
182.912,188.224,0,DOWN,10800,9.525,0.1905,20.32,2,6.35,A,AA 6061
190.912,195.883,1,UP,10800,9.525,0.1905,22.01333,2,6.35,A,AA 6061
197.525,202.411,0,DOWN,10800,9.525,0.1905,22.01333,2,6.35,A,AA 6061
206.592,212.992,1,UP,11800,9.525,0.1905,16.93333,2,6.35,A,AA 6061
214.827,221.163,1,DOWN,11800,9.525,0.1905,16.93333,2,6.35,A,AA 6061
223.979,229.952,1,UP,11800,9.525,0.1905,18.62667,2,6.35,A,AA 6061
231.573,237.312,0,DOWN,11800,9.525,0.1905,18.62667,2,6.35,A,AA 6061
240.085,245.589,1,UP,11800,9.525,0.1905,20.32,2,6.35,A,AA 6061
247.147,252.416,0,DOWN,11800,9.525,0.1905,20.32,2,6.35,A,AA 6061
255.147,259.968,1,UP,11800,9.525,0.1905,22.01333,2,6.35,A,AA 6061
261.739,266.603,0,DOWN,11800,9.525,0.1905,22.01333,2,6.35,A,AA 6061
270.827,277.205,1,UP,8800,9.525,0.0635,16.93333,2,6.35,A,AA 6061
279.019,285.312,0,DOWN,8800,9.525,0.0635,16.93333,2,6.35,A,AA 6061
288.149,293.888,1,UP,8800,9.525,0.0635,18.62667,2,6.35,A,AA 6061
295.723,301.44,0,DOWN,8800,9.525,0.0635,18.62667,2,6.35,A,AA 6061
304.235,309.547,1,UP,8800,9.525,0.0635,20.32,2,6.35,A,AA 6061
311.253,316.501,0,DOWN,8800,9.525,0.0635,20.32,2,6.35,A,AA 6061
319.232,324.096,1,UP,8800,9.525,0.0635,22.01333,2,6.35,A,AA 6061
325.803,330.667,0,DOWN,8800,9.525,0.0635,22.01333,2,6.35,A,AA 6061
334.421,340.715,1,UP,9800,9.525,0.0635,16.93333,2,6.35,A,AA 6061
342.635,348.928,1,DOWN,9800,9.525,0.0635,16.93333,2,6.35,A,AA 6061
351.765,357.483,1,UP,9800,9.525,0.0635,18.62667,2,6.35,A,AA 6061
359.317,365.056,1,DOWN,9800,9.525,0.0635,18.62667,2,6.35,A,AA 6061
367.829,373.077,1,UP,9800,9.525,0.0635,20.32,2,6.35,A,AA 6061
374.848,380.117,1,DOWN,9800,9.525,0.0635,20.32,2,6.35,A,AA 6061
382.848,387.691,1,UP,9800,9.525,0.0635,22.01333,2,6.35,A,AA 6061
389.419,394.261,1,DOWN,9800,9.525,0.0635,22.01333,2,6.35,A,AA 6061
398.229,404.544,0,UP,10800,9.525,0.0635,16.93333,2,6.35,A,AA 6061
406.443,412.736,0,DOWN,10800,9.525,0.0635,16.93333,2,6.35,A,AA 6061
415.573,421.312,0,UP,10800,9.525,0.0635,18.62667,2,6.35,A,AA 6061
