start,end,label,direction,N,ap,ae,F,Z,D,Tool,Workpiece
8.043,10.581,1,UP,8250,38.1,0.635,23.28333,5,12.7,E,AISI 4140
12.693,15.211,0,DOWN,8250,38.1,0.635,23.28333,5,12.7,E,AISI 4140
18.368,20.501,1,UP,8250,38.1,0.635,27.51667,5,12.7,E,AISI 4140
22.485,24.619,0,DOWN,8250,38.1,0.635,27.51667,5,12.7,E,AISI 4140
27.627,29.504,1,UP,8250,38.1,0.635,31.75,5,12.7,E,AISI 4140
31.381,33.237,0,DOWN,8250,38.1,0.635,31.75,5,12.7,E,AISI 4140
36.139,37.696,1,UP,8250,38.1,0.635,38.1,5,12.7,E,AISI 4140
39.467,41.003,0,DOWN,8250,38.1,0.635,38.1,5,12.7,E,AISI 4140
44.48,47.04,1,UP,8750,38.1,0.635,23.28333,5,12.7,E,AISI 4140
49.131,51.648,0,DOWN,8750,38.1,0.635,23.28333,5,12.7,E,AISI 4140
54.805,56.96,1,UP,8750,38.1,0.635,27.51667,5,12.7,E,AISI 4140
58.944,61.077,0,DOWN,8750,38.1,0.635,27.51667,5,12.7,E,AISI 4140
64.085,65.963,1,UP,8750,38.1,0.635,31.75,5,12.7,E,AISI 4140
67.819,69.675,0,DOWN,8750,38.1,0.635,31.75,5,12.7,E,AISI 4140
72.576,74.155,1,UP,8750,38.1,0.635,38.1,5,12.7,E,AISI 4140
75.904,77.461,0,DOWN,8750,38.1,0.635,38.1,5,12.7,E,AISI 4140
81.003,83.541,1,UP,9250,38.1,0.635,23.28333,5,12.7,E,AISI 4140
85.653,88.149,0,DOWN,9250,38.1,0.635,23.28333,5,12.7,E,AISI 4140
91.307,93.483,1,UP,9250,38.1,0.635,27.51667,5,12.7,E,AISI 4140
95.445,97.557,0,DOWN,9250,38.1,0.635,27.51667,5,12.7,E,AISI 4140
100.587,102.464,1,UP,9250,38.1,0.635,31.75,5,12.7,E,AISI 4140
104.32,106.176,0,DOWN,9250,38.1,0.635,31.75,5,12.7,E,AISI 4140
109.099,110.635,1,UP,9250,38.1,0.635,38.1,5,12.7,E,AISI 4140
112.405,113.941,0,DOWN,9250,38.1,0.635,38.1,5,12.7,E,AISI 4140
117.141,119.659,1,UP,9750,38.1,0.635,23.28333,5,12.7,E,AISI 4140
121.813,124.309,0,DOWN,9750,38.1,0.635,23.28333,5,12.7,E,AISI 4140
127.467,129.707,1,UP,9750,38.1,0.635,27.51667,5,12.7,E,AISI 4140
131.584,133.717,0,DOWN,9750,38.1,0.635,27.51667,5,12.7,E,AISI 4140
136.747,138.688,1,UP,9750,38.1,0.635,31.75,5,12.7,E,AISI 4140
140.48,142.315,0,DOWN,9750,38.1,0.635,31.75,5,12.7,E,AISI 4140
145.237,146.816,1,UP,9750,38.1,0.635,38.1,5,12.7,E,AISI 4140
148.565,150.101,0,DOWN,9750,38.1,0.635,38.1,5,12.7,E,AISI 4140
153.92,156.395,0,UP,8250,38.1,0.127,23.28333,5,12.7,E,AISI 4140
158.528,160.981,0,DOWN,8250,38.1,0.127,23.28333,5,12.7,E,AISI 4140
164.139,166.251,0,UP,8250,38.1,0.127,27.51667,5,12.7,E,AISI 4140
168.235,170.304,0,DOWN,8250,38.1,0.127,27.51667,5,12.7,E,AISI 4140
173.333,175.147,0,UP,8250,38.1,0.127,31.75,5,12.7,E,AISI 4140
177.024,178.816,0,DOWN,8250,38.1,0.127,31.75,5,12.7,E,AISI 4140
181.739,183.232,0,UP,8250,38.1,0.127,38.1,5,12.7,E,AISI 4140
185.024,186.517,0,DOWN,8250,38.1,0.127,38.1,5,12.7,E,AISI 4140
190.059,192.533,0,UP,8750,38.1,0.127,23.28333,5,12.7,E,AISI 4140
194.688,197.141,0,DOWN,8750,38.1,0.127,23.28333,5,12.7,E,AISI 4140
200.299,202.389,0,UP,8750,38.1,0.127,27.51667,5,12.7,E,AISI 4140
204.309,206.464,0,DOWN,8750,38.1,0.127,27.51667,5,12.7,E,AISI 4140
209.472,211.285,0,UP,8750,38.1,0.127,31.75,5,12.7,E,AISI 4140
213.163,214.976,0,DOWN,8750,38.1,0.127,31.75,5,12.7,E,AISI 4140
217.877,219.392,0,UP,8750,38.1,0.127,38.1,5,12.7,E,AISI 4140
221.163,222.677,0,DOWN,8750,38.1,0.127,38.1,5,12.7,E,AISI 4140
226.261,228.736,1,UP,9250,38.1,0.127,23.28333,5,12.7,E,AISI 4140
230.869,233.323,0,DOWN,9250,38.1,0.127,23.28333,5,12.7,E,AISI 4140
236.48,238.592,1,UP,9250,38.1,0.127,27.51667,5,12.7,E,AISI 4140
240.576,242.645,0,DOWN,9250,38.1,0.127,27.51667,5,12.7,E,AISI 4140
245.675,247.509,1,UP,9250,38.1,0.127,31.75,5,12.7,E,AISI 4140
249.365,251.179,1,DOWN,9250,38.1,0.127,31.75,5,12.7,E,AISI 4140
254.08,255.616,1,UP,9250,38.1,0.127,38.1,5,12.7,E,AISI 4140
257.365,258.859,1,DOWN,9250,38.1,0.127,38.1,5,12.7,E,AISI 4140
262.101,264.576,1,UP,9750,38.1,0.127,23.28333,5,12.7,E,AISI 4140
266.709,269.163,0,DOWN,9750,38.1,0.127,23.28333,5,12.7,E,AISI 4140
272.32,274.432,1,UP,9750,38.1,0.127,27.51667,5,12.7,E,AISI 4140
276.416,278.485,0,DOWN,9750,38.1,0.127,27.51667,5,12.7,E,AISI 4140
