start,end,label,direction,N,ap,ae,F,Z,D,Tool,Workpiece
11.435,13.44,0,UP,3500,25.4,0.3175,19.05,5,12.7,E,AISI 1018
15.616,17.621,0,DOWN,3500,25.4,0.3175,19.05,5,12.7,E,AISI 1018
20.949,22.763,0,UP,3500,25.4,0.3175,21.16667,5,12.7,E,AISI 1018
24.832,26.624,0,DOWN,3500,25.4,0.3175,21.16667,5,12.7,E,AISI 1018
29.867,31.509,0,UP,3500,25.4,0.3175,23.28333,5,12.7,E,AISI 1018
33.493,35.115,0,DOWN,3500,25.4,0.3175,23.28333,5,12.7,E,AISI 1018
38.251,39.765,0,UP,3500,25.4,0.3175,25.4,5,12.7,E,AISI 1018
41.685,43.179,0,DOWN,3500,25.4,0.3175,25.4,5,12.7,E,AISI 1018
46.741,48.747,0,UP,4000,25.4,0.3175,19.05,5,12.7,E,AISI 1018
50.923,52.907,0,DOWN,4000,25.4,0.3175,19.05,5,12.7,E,AISI 1018
56.256,58.069,0,UP,4000,25.4,0.3175,21.16667,5,12.7,E,AISI 1018
60.139,61.931,0,DOWN,4000,25.4,0.3175,21.16667,5,12.7,E,AISI 1018
65.152,66.795,0,UP,4000,25.4,0.3175,23.28333,5,12.7,E,AISI 1018
68.779,70.421,0,DOWN,4000,25.4,0.3175,23.28333,5,12.7,E,AISI 1018
73.557,75.072,0,UP,4000,25.4,0.3175,25.4,5,12.7,E,AISI 1018
76.992,78.485,0,DOWN,4000,25.4,0.3175,25.4,5,12.7,E,AISI 1018
82.048,84.053,0,UP,4500,25.4,0.3175,19.05,5,12.7,E,AISI 1018
86.208,88.213,0,DOWN,4500,25.4,0.3175,19.05,5,12.7,E,AISI 1018
91.563,93.355,0,UP,4500,25.4,0.3175,21.16667,5,12.7,E,AISI 1018
95.424,97.237,0,DOWN,4500,25.4,0.3175,21.16667,5,12.7,E,AISI 1018
100.459,102.976,0,UP,4500,25.4,0.3175,23.28333,5,12.7,E,AISI 1018
104.085,105.728,0,DOWN,4500,25.4,0.3175,23.28333,5,12.7,E,AISI 1018
108.48,110.357,0,UP,4500,25.4,0.3175,25.4,5,12.7,E,AISI 1018
112.277,113.792,0,DOWN,4500,25.4,0.3175,25.4,5,12.7,E,AISI 1018
117.291,119.296,0,UP,5000,25.4,0.3175,19.05,5,12.7,E,AISI 1018
121.472,123.584,0,DOWN,5000,25.4,0.3175,19.05,5,12.7,E,AISI 1018
126.805,128.619,0,UP,5000,25.4,0.3175,21.16667,5,12.7,E,AISI 1018
130.688,132.48,0,DOWN,5000,25.4,0.3175,21.16667,5,12.7,E,AISI 1018
135.701,137.365,0,UP,5000,25.4,0.3175,23.28333,5,12.7,E,AISI 1018
139.328,140.971,0,DOWN,5000,25.4,0.3175,23.28333,5,12.7,E,AISI 1018
144.107,145.621,0,UP,5000,25.4,0.3175,25.4,5,12.7,E,AISI 1018
147.541,149.035,0,DOWN,5000,25.4,0.3175,25.4,5,12.7,E,AISI 1018
153.024,154.987,0,UP,3500,25.4,0.0635,19.05,5,12.7,E,AISI 1018
157.184,159.147,0,DOWN,3500,25.4,0.0635,19.05,5,12.7,E,AISI 1018
162.496,164.267,0,UP,3500,25.4,0.0635,21.16667,5,12.7,E,AISI 1018
166.357,168.107,0,DOWN,3500,25.4,0.0635,21.16667,5,12.7,E,AISI 1018
171.349,172.949,0,UP,3500,25.4,0.0635,23.28333,5,12.7,E,AISI 1018
