start,end,label,direction,N,ap,ae,F,Z,D,Tool,Workpiece
10.517,15.765,1,UP,10000,19.05,0.1905,20.32,2,6.35,A*,AA 6061
17.557,22.805,1,DOWN,10000,19.05,0.1905,20.32,2,6.35,A*,AA 6061
26.773,32.021,1,UP,11000,19.05,0.1905,20.32,2,6.35,A*,AA 6061
33.792,39.04,1,DOWN,11000,19.05,0.1905,20.32,2,6.35,A*,AA 6061
43.307,48.576,1,UP,12000,19.05,0.1905,20.32,2,6.35,A*,AA 6061
50.347,55.616,1,DOWN,12000,19.05,0.1905,20.32,2,6.35,A*,AA 6061
59.584,64.597,1,UP,9500,19.05,0.127,21.16667,2,6.35,A*,AA 6061
66.347,71.381,1,DOWN,9500,19.05,0.127,21.16667,2,6.35,A*,AA 6061
75.264,80.32,1,UP,10500,19.05,0.127,21.16667,2,6.35,A*,AA 6061
82.048,87.104,1,DOWN,10500,19.05,0.1905,21.16667,2,6.35,A*,AA 6061
91.179,96.256,1,UP,11500,19.05,0.127,21.16667,2,6.35,A*,AA 6061
97.963,103.04,1,DOWN,11500,19.05,0.127,21.16667,2,6.35,A*,AA 6061
